seeds,num_tasks,per_jitter,best_latency,run_time_order,"(latency, count)"
1755016085,3,0,204,3.371387720108032e-05,"[(204, 2)]"
1755016086,3,0,1003,3.6800047382712364e-05,"[(1003, 2)]"
1755016087,3,0,131,3.34449578076601e-05,"[(131, 2)]"
1755016088,3,0,1345,3.8247089833021164e-05,"[(1345, 2)]"
1755016089,3,0,1380,3.5070814192295074e-05,"[(1380, 2)]"
1755016090,3,0,283,3.3131102100014687e-05,"[(283, 2)]"
1755016091,3,0,1300,3.554299473762512e-05,"[(1300, 2)]"
1755016092,3,0,209,3.789598122239113e-05,"[(209, 2)]"
1755016093,3,0,1379,4.000612534582615e-05,"[(1379, 2)]"
1755016094,3,0,1018,4.897313192486763e-05,"[(1018, 2)]"
1755016095,3,0,2720,3.771786577999592e-05,"[(2720, 2)]"
1755016096,3,0,1320,3.835512325167656e-05,"[(1320, 2)]"
1755016097,3,0,1022,3.487011417746544e-05,"[(1022, 2)]"
1755016098,3,0,2520,4.580104723572731e-05,"[(2520, 2)]"
1755016099,3,0,292,4.579615779221058e-05,"[(292, 2)]"
1755016100,3,0,1120,3.6936020478606224e-05,"[(1120, 2)]"
1755016101,3,0,62,3.366498276591301e-05,"[(62, 2)]"
1755016102,3,0,1105,3.5383040085434914e-05,"[(1105, 2)]"
1755016103,3,0,1025,3.288104198873043e-05,"[(1025, 2)]"
1755016104,3,0,290,3.485893830657005e-05,"[(290, 2)]"
1755016105,3,0,204,3.417395055294037e-05,"[(204, 2)]"
1755016106,3,0,2911,3.324495628476143e-05,"[(2911, 2)]"
1755016107,3,0,209,4.824390634894371e-05,"[(209, 2)]"
1755016108,3,0,257,3.452296368777752e-05,"[(257, 2)]"
1755016109,3,0,1632,4.598405212163925e-05,"[(1632, 2)]"
1755016110,3,0,181,3.265496343374252e-05,"[(181, 2)]"
1755016111,3,0,138,3.122212365269661e-05,"[(138, 2)]"
1755016112,3,0,370,3.49550973623991e-05,"[(370, 2)]"
1755016113,3,0,1175,3.453786484897137e-05,"[(1175, 2)]"
1755016114,3,0,101,3.910297527909279e-05,"[(101, 2)]"
1755016115,3,0,171,3.4706201404333115e-05,"[(171, 2)]"
1755016116,3,0,62,4.6375906094908714e-05,"[(62, 2)]"
1755016117,3,0,108,3.4068943932652473e-05,"[(108, 2)]"
1755016118,3,0,147,3.3149030059576035e-05,"[(147, 2)]"
1755016119,3,0,1007,3.559887409210205e-05,"[(1007, 2)]"
1755016120,3,0,1011,3.730691969394684e-05,"[(1011, 2)]"
1755016121,3,0,263,3.585289232432842e-05,"[(263, 2)]"
1755016122,3,0,1017,3.620586358010769e-05,"[(1017, 2)]"
1755016123,3,0,147,3.27590387314558e-05,"[(147, 2)]"
1755016124,3,0,7,2.910778857767582e-05,"[(7, 2)]"
1755016125,3,0,117,4.736403934657574e-05,"[(117, 2)]"
1755016126,3,0,45,3.187009133398533e-05,"[(45, 2)]"
1755016127,3,0,84,3.579119220376015e-05,"[(84, 2)]"
1755016128,3,0,226,3.1139934435486794e-05,"[(226, 2)]"
1755016129,3,0,12,4.270789213478565e-05,"[(12, 2)]"
1755016130,3,0,24,3.63178551197052e-05,"[(24, 2)]"
1755016131,3,0,109,4.5364024117589e-05,"[(109, 2)]"
