seeds,num_tasks,per_jitter,zero_jitter,best_latency,run_time_order,"(latency, count)",periods,read_offsets,write_offsets
1769177841,3,0,27,24,9.402818977832794e-05,"[(24, 1), (27, 1)]","[9, 6, 6]","[0, 0, 0]","[9, 6, 6]"
1769177841,3,0,28,25,6.044842302799225e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[0, 0, 1]","[9, 6, 7]"
1769177841,3,0,29,26,5.076779052615166e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 0, 2]","[9, 6, 8]"
1769177841,3,0,27,27,5.201715975999832e-05,"[(27, 2)]","[9, 6, 6]","[0, 0, 3]","[9, 6, 9]"
1769177841,3,0,28,28,4.497356712818146e-05,"[(28, 2)]","[9, 6, 6]","[0, 0, 4]","[9, 6, 10]"
1769177841,3,0,29,29,4.30806539952755e-05,"[(29, 2)]","[9, 6, 6]","[0, 0, 5]","[9, 6, 11]"
1769177841,3,0,30,30,5.050608888268471e-05,"[(30, 2)]","[9, 6, 6]","[0, 1, 0]","[9, 7, 6]"
1769177841,3,0,28,25,4.4378917664289474e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[0, 1, 1]","[9, 7, 7]"
1769177841,3,0,29,26,4.2800791561603546e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 1, 2]","[9, 7, 8]"
1769177841,3,0,30,27,4.859967157244682e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[0, 1, 3]","[9, 7, 9]"
1769177841,3,0,28,28,4.392722621560097e-05,"[(28, 2)]","[9, 6, 6]","[0, 1, 4]","[9, 7, 10]"
1769177841,3,0,29,29,4.44645993411541e-05,"[(29, 2)]","[9, 6, 6]","[0, 1, 5]","[9, 7, 11]"
1769177841,3,0,30,30,4.4792890548706055e-05,"[(30, 2)]","[9, 6, 6]","[0, 2, 0]","[9, 8, 6]"
1769177841,3,0,31,31,4.36282716691494e-05,"[(31, 2)]","[9, 6, 6]","[0, 2, 1]","[9, 8, 7]"
1769177841,3,0,29,26,4.426902160048485e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 2, 2]","[9, 8, 8]"
1769177841,3,0,30,27,6.541237235069275e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[0, 2, 3]","[9, 8, 9]"
1769177841,3,0,31,28,4.613306373357773e-05,"[(28, 1), (31, 1)]","[9, 6, 6]","[0, 2, 4]","[9, 8, 10]"
1769177841,3,0,29,29,4.733586683869362e-05,"[(29, 2)]","[9, 6, 6]","[0, 2, 5]","[9, 8, 11]"
1769177841,3,0,27,27,4.4877175241708755e-05,"[(27, 2)]","[9, 6, 6]","[0, 3, 0]","[9, 9, 6]"
1769177841,3,0,28,28,4.7876033931970596e-05,"[(28, 2)]","[9, 6, 6]","[0, 3, 1]","[9, 9, 7]"
1769177841,3,0,29,29,4.500988870859146e-05,"[(29, 2)]","[9, 6, 6]","[0, 3, 2]","[9, 9, 8]"
1769177841,3,0,27,24,4.295213147997856e-05,"[(24, 1), (27, 1)]","[9, 6, 6]","[0, 3, 3]","[9, 9, 9]"
1769177841,3,0,28,25,4.5069027692079544e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[0, 3, 4]","[9, 9, 10]"
1769177841,3,0,29,26,4.3014995753765106e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 3, 5]","[9, 9, 11]"
1769177841,3,0,30,27,4.784436896443367e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[0, 4, 0]","[9, 10, 6]"
1769177841,3,0,28,28,4.574796184897423e-05,"[(28, 2)]","[9, 6, 6]","[0, 4, 1]","[9, 10, 7]"
1769177841,3,0,29,29,3.9054080843925476e-05,"[(29, 2)]","[9, 6, 6]","[0, 4, 2]","[9, 10, 8]"
1769177841,3,0,30,30,3.760680556297302e-05,"[(30, 2)]","[9, 6, 6]","[0, 4, 3]","[9, 10, 9]"
1769177841,3,0,28,25,4.3190084397792816e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[0, 4, 4]","[9, 10, 10]"
1769177841,3,0,29,26,3.987690433859825e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 4, 5]","[9, 10, 11]"
1769177841,3,0,30,27,4.050601273775101e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[0, 5, 0]","[9, 11, 6]"
1769177841,3,0,31,28,4.454515874385834e-05,"[(28, 1), (31, 1)]","[9, 6, 6]","[0, 5, 1]","[9, 11, 7]"
1769177841,3,0,29,29,3.553507849574089e-05,"[(29, 2)]","[9, 6, 6]","[0, 5, 2]","[9, 11, 8]"
1769177841,3,0,30,30,4.584295675158501e-05,"[(30, 2)]","[9, 6, 6]","[0, 5, 3]","[9, 11, 9]"
1769177841,3,0,31,31,9.175203740596771e-05,"[(31, 2)]","[9, 6, 6]","[0, 5, 4]","[9, 11, 10]"
1769177841,3,0,29,26,5.124881863594055e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[0, 5, 5]","[9, 11, 11]"
1769177841,3,0,29,26,4.830397665500641e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 0, 0]","[10, 6, 6]"
1769177841,3,0,30,27,4.345318302512169e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[1, 0, 1]","[10, 6, 7]"
1769177841,3,0,31,28,4.360591992735863e-05,"[(28, 1), (31, 1)]","[9, 6, 6]","[1, 0, 2]","[10, 6, 8]"
1769177841,3,0,29,29,3.831321373581886e-05,"[(29, 2)]","[9, 6, 6]","[1, 0, 3]","[10, 6, 9]"
1769177841,3,0,30,30,3.963429480791092e-05,"[(30, 2)]","[9, 6, 6]","[1, 0, 4]","[10, 6, 10]"
1769177841,3,0,31,31,3.937864676117897e-05,"[(31, 2)]","[9, 6, 6]","[1, 0, 5]","[10, 6, 11]"
1769177841,3,0,29,29,4.650093615055084e-05,"[(29, 2)]","[9, 6, 6]","[1, 1, 0]","[10, 7, 6]"
1769177841,3,0,27,24,4.3800100684165955e-05,"[(24, 1), (27, 1)]","[9, 6, 6]","[1, 1, 1]","[10, 7, 7]"
1769177841,3,0,28,25,4.4582877308130264e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[1, 1, 2]","[10, 7, 8]"
1769177841,3,0,29,26,3.946293145418167e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 1, 3]","[10, 7, 9]"
1769177841,3,0,27,27,4.4590793550014496e-05,"[(27, 2)]","[9, 6, 6]","[1, 1, 4]","[10, 7, 10]"
1769177841,3,0,28,28,4.86886128783226e-05,"[(28, 2)]","[9, 6, 6]","[1, 1, 5]","[10, 7, 11]"
1769177841,3,0,29,29,4.455866292119026e-05,"[(29, 2)]","[9, 6, 6]","[1, 2, 0]","[10, 8, 6]"
1769177841,3,0,30,30,4.2899977415800095e-05,"[(30, 2)]","[9, 6, 6]","[1, 2, 1]","[10, 8, 7]"
1769177841,3,0,28,25,3.915233537554741e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[1, 2, 2]","[10, 8, 8]"
1769177841,3,0,29,26,4.1297171264886856e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 2, 3]","[10, 8, 9]"
1769177841,3,0,30,27,4.438124597072601e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[1, 2, 4]","[10, 8, 10]"
1769177841,3,0,28,28,4.422478377819061e-05,"[(28, 2)]","[9, 6, 6]","[1, 2, 5]","[10, 8, 11]"
1769177841,3,0,29,29,3.9381906390190125e-05,"[(29, 2)]","[9, 6, 6]","[1, 3, 0]","[10, 9, 6]"
1769177841,3,0,30,30,4.8209913074970245e-05,"[(30, 2)]","[9, 6, 6]","[1, 3, 1]","[10, 9, 7]"
1769177841,3,0,31,31,4.6309083700180054e-05,"[(31, 2)]","[9, 6, 6]","[1, 3, 2]","[10, 9, 8]"
1769177841,3,0,29,26,4.1759107261896133e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 3, 3]","[10, 9, 9]"
1769177841,3,0,30,27,3.905966877937317e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[1, 3, 4]","[10, 9, 10]"
1769177841,3,0,31,28,4.3489038944244385e-05,"[(28, 1), (31, 1)]","[9, 6, 6]","[1, 3, 5]","[10, 9, 11]"
1769177841,3,0,29,26,4.585692659020424e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 4, 0]","[10, 10, 6]"
1769177841,3,0,27,27,4.5427121222019196e-05,"[(27, 2)]","[9, 6, 6]","[1, 4, 1]","[10, 10, 7]"
1769177841,3,0,28,28,4.5384280383586884e-05,"[(28, 2)]","[9, 6, 6]","[1, 4, 2]","[10, 10, 8]"
1769177841,3,0,29,29,4.3375883251428604e-05,"[(29, 2)]","[9, 6, 6]","[1, 4, 3]","[10, 10, 9]"
1769177841,3,0,27,24,4.549184814095497e-05,"[(24, 1), (27, 1)]","[9, 6, 6]","[1, 4, 4]","[10, 10, 10]"
1769177841,3,0,28,25,4.4765882194042206e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[1, 4, 5]","[10, 10, 11]"
1769177841,3,0,29,26,3.8694124668836594e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[1, 5, 0]","[10, 11, 6]"
1769177841,3,0,30,27,4.343502223491669e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[1, 5, 1]","[10, 11, 7]"
1769177841,3,0,28,28,4.247622564435005e-05,"[(28, 2)]","[9, 6, 6]","[1, 5, 2]","[10, 11, 8]"
1769177841,3,0,29,29,4.262290894985199e-05,"[(29, 2)]","[9, 6, 6]","[1, 5, 3]","[10, 11, 9]"
1769177841,3,0,30,30,3.989320248365402e-05,"[(30, 2)]","[9, 6, 6]","[1, 5, 4]","[10, 11, 10]"
1769177841,3,0,28,25,3.913091495633125e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[1, 5, 5]","[10, 11, 11]"
1769177841,3,0,28,25,4.116073250770569e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[2, 0, 0]","[11, 6, 6]"
1769177841,3,0,29,26,4.236400127410889e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[2, 0, 1]","[11, 6, 7]"
1769177841,3,0,30,27,4.5264605432748795e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[2, 0, 2]","[11, 6, 8]"
1769177841,3,0,28,28,6.67991116642952e-05,"[(28, 2)]","[9, 6, 6]","[2, 0, 3]","[11, 6, 9]"
1769177841,3,0,29,29,4.370976239442825e-05,"[(29, 2)]","[9, 6, 6]","[2, 0, 4]","[11, 6, 10]"
1769177841,3,0,30,30,4.289299249649048e-05,"[(30, 2)]","[9, 6, 6]","[2, 0, 5]","[11, 6, 11]"
1769177841,3,0,31,31,4.3664127588272095e-05,"[(31, 2)]","[9, 6, 6]","[2, 1, 0]","[11, 7, 6]"
1769177841,3,0,29,26,4.616007208824158e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[2, 1, 1]","[11, 7, 7]"
1769177841,3,0,30,27,4.294374957680702e-05,"[(27, 1), (30, 1)]","[9, 6, 6]","[2, 1, 2]","[11, 7, 8]"
1769177841,3,0,31,28,4.2926985770463943e-05,"[(28, 1), (31, 1)]","[9, 6, 6]","[2, 1, 3]","[11, 7, 9]"
1769177841,3,0,29,29,4.270533099770546e-05,"[(29, 2)]","[9, 6, 6]","[2, 1, 4]","[11, 7, 10]"
1769177841,3,0,30,30,4.2893923819065094e-05,"[(30, 2)]","[9, 6, 6]","[2, 1, 5]","[11, 7, 11]"
1769177841,3,0,28,28,4.215911030769348e-05,"[(28, 2)]","[9, 6, 6]","[2, 2, 0]","[11, 8, 6]"
1769177841,3,0,29,29,4.4315122067928314e-05,"[(29, 2)]","[9, 6, 6]","[2, 2, 1]","[11, 8, 7]"
1769177841,3,0,27,24,4.043523222208023e-05,"[(24, 1), (27, 1)]","[9, 6, 6]","[2, 2, 2]","[11, 8, 8]"
1769177841,3,0,28,25,3.665219992399216e-05,"[(25, 1), (28, 1)]","[9, 6, 6]","[2, 2, 3]","[11, 8, 9]"
1769177841,3,0,29,26,4.17088158428669e-05,"[(26, 1), (29, 1)]","[9, 6, 6]","[2, 2, 4]","[11, 8, 10]"
1769177841,3,0,27,27,4.2309053242206573e-05,"[(27, 2)]","[9, 6, 6]","[2, 2, 5]","[11, 8, 11]"
