seeds,num_tasks,per_jitter,zero_jitter,best_latency,run_time_order,"(latency, count)",periods,read_offsets,write_offsets
1769177615,3,0,37,36,9.343679994344711e-05,"[(36, 1), (37, 1)]","[10, 6, 9]","[0, 0, 0]","[10, 6, 9]"
1769177615,3,0,37,37,5.1449984312057495e-05,"[(37, 2)]","[10, 6, 9]","[0, 0, 1]","[10, 6, 10]"
1769177615,3,0,37,37,4.428112879395485e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 0, 2]","[10, 6, 11]"
1769177615,3,0,37,36,4.083523526787758e-05,"[(36, 1), (37, 1)]","[10, 6, 9]","[0, 0, 3]","[10, 6, 12]"
1769177615,3,0,37,37,3.747688606381416e-05,"[(37, 2)]","[10, 6, 9]","[0, 0, 4]","[10, 6, 13]"
1769177615,3,0,37,37,3.864476457238197e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 0, 5]","[10, 6, 14]"
1769177615,3,0,37,36,3.6743003875017166e-05,"[(36, 1), (37, 1)]","[10, 6, 9]","[0, 0, 6]","[10, 6, 15]"
1769177615,3,0,37,37,3.860890865325928e-05,"[(37, 2)]","[10, 6, 9]","[0, 0, 7]","[10, 6, 16]"
1769177615,3,0,37,37,3.3756718039512634e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 0, 8]","[10, 6, 17]"
1769177615,3,0,38,38,3.4780241549015045e-05,"[(38, 2)]","[10, 6, 9]","[0, 1, 0]","[10, 7, 9]"
1769177615,3,0,38,36,3.513926640152931e-05,"[(36, 1), (38, 1)]","[10, 6, 9]","[0, 1, 1]","[10, 7, 10]"
1769177615,3,0,38,37,3.4646131098270416e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 1, 2]","[10, 7, 11]"
1769177615,3,0,38,38,3.647198900580406e-05,"[(38, 2)]","[10, 6, 9]","[0, 1, 3]","[10, 7, 12]"
1769177615,3,0,38,36,3.440910950303078e-05,"[(36, 1), (38, 1)]","[10, 6, 9]","[0, 1, 4]","[10, 7, 13]"
1769177615,3,0,38,37,3.474205732345581e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 1, 5]","[10, 7, 14]"
1769177615,3,0,38,38,3.845198079943657e-05,"[(38, 2)]","[10, 6, 9]","[0, 1, 6]","[10, 7, 15]"
1769177615,3,0,38,36,3.826804459095001e-05,"[(36, 1), (38, 1)]","[10, 6, 9]","[0, 1, 7]","[10, 7, 16]"
1769177615,3,0,38,37,3.609759733080864e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 1, 8]","[10, 7, 17]"
1769177615,3,0,37,37,3.415299579501152e-05,"[(37, 2)]","[10, 6, 9]","[0, 2, 0]","[10, 8, 9]"
1769177615,3,0,37,37,3.679515793919563e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 2, 1]","[10, 8, 10]"
1769177615,3,0,37,36,7.31772743165493e-05,"[(36, 1), (37, 1)]","[10, 6, 9]","[0, 2, 2]","[10, 8, 11]"
1769177615,3,0,37,37,4.0422193706035614e-05,"[(37, 2)]","[10, 6, 9]","[0, 2, 3]","[10, 8, 12]"
1769177615,3,0,37,37,3.536278381943703e-05,"[(37, 1), (38, 1)]","[10, 6, 9]","[0, 2, 4]","[10, 8, 13]"
1769177615,3,0,37,36,3.762822598218918e-05,"[(36, 1), (37, 1)]","[10, 6, 9]","[0, 2, 5]","[10, 8, 14]"
1769177615,3,0,37,37,3.489898517727852e-05,"[(37, 2)]","[10, 6, 9]","[0, 2, 6]","[10, 8, 15]"
