seeds,num_tasks,per_jitter,zero_jitter,best_latency,run_time_order,"(latency, count)",periods,read_offsets,write_offsets
1755016070,3,0,312,310,0.00010378425940871239,"[(310, 1), (312, 1)]","[27, 82, 96]","[8, 25, 24]","[35, 107, 120]"
1755016071,3,0,321,321,6.918096914887428e-05,"[(321, 2)]","[93, 38, 77]","[87, 15, 8]","[180, 53, 85]"
1755016072,3,0,236,236,4.746904596686363e-05,"[(236, 2)]","[94, 39, 33]","[34, 0, 20]","[128, 39, 53]"
1755016073,3,0,213,213,4.338705912232399e-05,"[(213, 2)]","[32, 80, 41]","[23, 75, 13]","[55, 155, 54]"
1755016074,3,0,262,262,5.033612251281738e-05,"[(262, 2)]","[69, 47, 51]","[54, 2, 31]","[123, 49, 82]"
1755016075,3,0,355,355,7.774075493216515e-05,"[(355, 2)]","[82, 91, 51]","[20, 81, 9]","[102, 172, 60]"
1755016076,3,0,152,150,3.5777222365140915e-05,"[(150, 1), (152, 1)]","[66, 16, 28]","[42, 11, 16]","[108, 27, 44]"
1755016077,3,0,151,151,4.5862048864364624e-05,"[(151, 2)]","[13, 57, 35]","[4, 29, 8]","[17, 86, 43]"
1755016078,3,0,205,205,6.331689655780792e-05,"[(205, 2)]","[41, 28, 69]","[35, 1, 14]","[76, 29, 83]"
1755016079,3,0,411,411,4.4576358050107956e-05,"[(411, 2)]","[66, 96, 93]","[2, 24, 17]","[68, 120, 110]"
1755016080,3,0,78,78,3.179209306836128e-05,"[(78, 1), (90, 1)]","[18, 18, 21]","[11, 16, 8]","[29, 34, 29]"
1755016081,3,0,260,260,5.387095734477043e-05,"[(260, 2)]","[59, 88, 28]","[57, 73, 20]","[116, 161, 48]"
1755016082,3,0,75,75,3.8111116737127304e-05,"[(75, 2)]","[11, 25, 15]","[3, 22, 11]","[14, 47, 26]"
1755016083,3,0,201,200,5.551241338253021e-05,"[(200, 1), (201, 1)]","[34, 21, 93]","[0, 18, 43]","[34, 39, 136]"
1755016084,3,0,285,283,6.80210068821907e-05,"[(283, 1), (285, 1)]","[55, 54, 69]","[14, 28, 31]","[69, 82, 100]"
1755016085,3,0,105,105,4.0689948946237564e-05,"[(105, 2)]","[33, 14, 23]","[22, 13, 12]","[55, 27, 35]"
1755016086,3,0,188,188,4.1239894926548004e-05,"[(188, 2)]","[94, 25, 23]","[33, 3, 7]","[127, 28, 30]"
1755016087,3,0,299,299,4.699127748608589e-05,"[(299, 2)]","[56, 78, 57]","[28, 60, 21]","[84, 138, 78]"
1755016088,3,0,174,174,4.194909706711769e-05,"[(174, 2)]","[80, 27, 21]","[7, 24, 2]","[87, 51, 23]"
1755016089,3,0,339,339,7.041404023766518e-05,"[(339, 1), (340, 1)]","[80, 73, 58]","[76, 58, 1]","[156, 131, 59]"
1755016090,3,0,233,233,4.537822678685188e-05,"[(233, 2)]","[82, 25, 52]","[22, 23, 7]","[104, 48, 59]"
1755016091,3,0,258,258,4.719290882349014e-05,"[(258, 2)]","[94, 13, 70]","[63, 4, 29]","[157, 17, 99]"
1755016092,3,0,247,247,5.6614167988300323e-05,"[(247, 2)]","[47, 97, 29]","[45, 94, 28]","[92, 191, 57]"
1755016093,3,0,224,222,5.9482641518116e-05,"[(222, 1), (224, 1)]","[47, 30, 72]","[43, 18, 63]","[90, 48, 135]"
1755016094,3,0,239,239,6.27860426902771e-05,"[(239, 2)]","[58, 73, 26]","[28, 68, 7]","[86, 141, 33]"
1755016095,3,0,310,310,4.594586789608002e-05,"[(310, 2)]","[95, 95, 46]","[67, 1, 8]","[162, 96, 54]"
1755016096,3,0,253,253,3.3575110137462616e-05,"[(253, 2)]","[63, 39, 63]","[59, 9, 60]","[122, 48, 123]"
1755016097,3,0,326,325,8.513405919075012e-05,"[(325, 1), (326, 1)]","[36, 81, 94]","[34, 33, 23]","[70, 114, 117]"
1755016098,3,0,328,328,8.749403059482574e-05,"[(328, 2)]","[55, 71, 78]","[3, 66, 42]","[58, 137, 120]"
1755016099,3,0,269,269,7.100077345967293e-05,"[(269, 2)]","[40, 51, 89]","[36, 1, 84]","[76, 52, 173]"
1755016100,3,0,214,213,6.601028144359589e-05,"[(213, 1), (214, 1)]","[53, 24, 62]","[10, 3, 57]","[63, 27, 119]"
1755016101,3,0,238,238,4.671374335885048e-05,"[(238, 2)]","[42, 38, 80]","[31, 2, 59]","[73, 40, 139]"
1755016102,3,0,357,356,8.216314017772675e-05,"[(356, 1), (357, 1)]","[89, 78, 57]","[3, 52, 17]","[92, 130, 74]"
1755016103,3,0,239,239,6.581703200936317e-05,"[(239, 2)]","[33, 61, 57]","[22, 18, 16]","[55, 79, 73]"
1755016104,3,0,383,373,8.805189281702042e-05,"[(373, 1), (383, 1)]","[82, 65, 91]","[2, 38, 14]","[84, 103, 105]"
1755016105,3,0,142,142,3.32309864461422e-05,"[(142, 2)]","[35, 14, 49]","[2, 14, 39]","[37, 28, 88]"
1755016106,3,0,260,260,5.84661029279232e-05,"[(260, 2)]","[58, 35, 76]","[53, 27, 43]","[111, 62, 119]"
1755016107,3,0,215,215,3.7587713450193405e-05,"[(215, 2)]","[39, 63, 42]","[11, 47, 19]","[50, 110, 61]"
1755016108,3,0,201,201,4.4094398617744446e-05,"[(201, 2)]","[86, 17, 42]","[29, 9, 18]","[115, 26, 60]"
1755016109,3,0,199,199,5.639437586069107e-05,"[(199, 2)]","[83, 45, 14]","[83, 12, 7]","[166, 57, 21]"
1755016110,3,0,206,206,9.332410991191864e-05,"[(206, 1), (207, 1)]","[30, 26, 97]","[15, 17, 63]","[45, 43, 160]"
1755016111,3,0,234,233,6.637629121541977e-05,"[(233, 1), (234, 1)]","[59, 12, 94]","[53, 9, 31]","[112, 21, 125]"
1755016112,3,0,343,343,8.762907236814499e-05,"[(343, 2)]","[83, 77, 54]","[67, 71, 0]","[150, 148, 54]"
1755016113,3,0,268,268,4.550674930214882e-05,"[(268, 2)]","[100, 21, 65]","[63, 19, 31]","[163, 40, 96]"
1755016114,3,0,301,296,4.8961956053972244e-05,"[(296, 1), (301, 1)]","[65, 42, 90]","[28, 30, 69]","[93, 72, 159]"
1755016115,3,0,324,324,8.042808622121811e-05,"[(324, 2)]","[89, 29, 90]","[86, 21, 14]","[175, 50, 104]"
1755016116,3,0,191,191,3.229128196835518e-05,"[(191, 2)]","[92, 40, 12]","[31, 28, 2]","[123, 68, 14]"
1755016117,3,0,160,160,5.7057011872529984e-05,"[(160, 1), (161, 1)]","[22, 36, 47]","[7, 15, 45]","[29, 51, 92]"
1755016118,3,0,322,322,7.547391578555107e-05,"[(322, 1), (325, 1)]","[68, 56, 79]","[21, 29, 34]","[89, 85, 113]"
1755016119,3,0,150,150,5.2012037485837936e-05,"[(150, 2)]","[17, 39, 40]","[4, 12, 37]","[21, 51, 77]"
1755016120,3,0,252,248,5.811499431729317e-05,"[(248, 1), (252, 1)]","[43, 35, 98]","[16, 14, 86]","[59, 49, 184]"
1755016121,3,0,149,149,3.963476046919823e-05,"[(149, 2)]","[83, 21, 13]","[74, 13, 7]","[157, 34, 20]"
1755016122,3,0,153,153,4.108482971787453e-05,"[(153, 2)]","[54, 13, 38]","[17, 6, 8]","[71, 19, 46]"
1755016123,3,0,245,245,3.9462000131607056e-05,"[(245, 2)]","[50, 42, 70]","[33, 29, 8]","[83, 71, 78]"
1755016124,3,0,155,155,4.21600416302681e-05,"[(155, 2)]","[32, 33, 30]","[10, 28, 3]","[42, 61, 33]"
1755016125,3,0,173,173,3.31290066242218e-05,"[(173, 2)]","[14, 99, 24]","[5, 86, 10]","[19, 185, 34]"
1755016126,3,0,259,259,4.2110681533813477e-05,"[(259, 2)]","[76, 72, 21]","[51, 65, 13]","[127, 137, 34]"
1755016127,3,0,265,265,3.326917067170143e-05,"[(265, 2)]","[19, 79, 79]","[2, 24, 15]","[21, 103, 94]"
1755016128,3,0,297,297,6.787758320569992e-05,"[(297, 2)]","[93, 68, 35]","[16, 5, 28]","[109, 73, 63]"
1755016129,3,0,247,239,5.8385077863931656e-05,"[(239, 1), (247, 1)]","[19, 58, 95]","[0, 21, 30]","[19, 79, 125]"
1755016130,3,0,233,233,4.536192864179611e-05,"[(233, 2)]","[52, 45, 48]","[21, 41, 2]","[73, 86, 50]"
1755016131,3,0,236,236,4.984298720955849e-05,"[(236, 2)]","[98, 39, 31]","[6, 23, 15]","[104, 62, 46]"
1755016132,3,0,183,183,4.611210897564888e-05,"[(183, 2)]","[14, 36, 85]","[9, 20, 46]","[23, 56, 131]"
1755016133,3,0,439,439,9.313784539699554e-05,"[(439, 2)]","[92, 97, 80]","[39, 3, 22]","[131, 100, 102]"
1755016134,3,0,179,179,5.0895847380161285e-05,"[(179, 2)]","[16, 39, 71]","[6, 37, 6]","[22, 76, 77]"
1755016135,3,0,253,253,6.141234189271927e-05,"[(253, 2)]","[61, 69, 32]","[34, 6, 8]","[95, 75, 40]"
1755016136,3,0,225,225,2.566864714026451e-05,"[(225, 2)]","[36, 96, 36]","[11, 73, 20]","[47, 169, 56]"
