seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair,finalpercent
1755016037,10,0.2,0.0,1009.3912256970776,,,0.6,0,0.63
1755016038,10,0.2,4410.0,4188.362053479228,0.9497419622401878,safe,0.6,"(0, 1)",0.63
1755016039,10,0.2,3205.4,2825.466261841635,0.8814707249771121,safe,0.6,"(6, 7)",0.63
1755016040,10,0.2,0.0,690.4862102699663,,,0.6,0,0.63
1755016041,10,0.2,0.0,5974.389428621766,,,0.6,0,0.63
1755016042,10,0.2,3018.0,2739.187928381464,0.9076169411469398,safe,0.6,"(7, 8)",0.63
1755016043,10,0.2,0.0,972.3004558280954,,,0.6,0,0.63
1755016044,10,0.2,2994.2000000000003,2723.2678932424537,0.9095143588412442,safe,0.6,"(0, 1)",0.63
1755016045,10,0.2,0.0,4362.393904634111,,,0.6,0,0.63
1755016046,10,0.2,0.0,3355.7923001007366,,,0.6,0,0.63
1755016047,10,0.2,3407.8,3190.0269976555137,0.9360957208919284,safe,0.3,"(0, 1)",0.63
1755016048,10,0.2,1162.2,1125.838946503347,0.9687136005019332,safe,0.3,"(7, 8)",0.63
1755016049,10,0.2,2701.6,2494.156625864124,0.9232146231359656,safe,0.3,"(0, 1)",0.63
1755016050,10,0.2,0.0,4694.128732577326,,,0.3,0,0.63
1755016051,10,0.2,2941.4,2630.7010219000995,0.8943703752975113,safe,0.3,"(0, 1)",0.63
1755016052,10,0.2,0.0,1122.085516895284,,,0.3,0,0.63
1755016053,10,0.2,3044.8,2725.432234187145,0.8951104289894721,safe,0.3,"(0, 1)",0.63
1755016054,10,0.2,0.0,4736.499017350208,,,0.3,0,0.63
1755016055,10,0.2,3157.0,2873.78876300729,0.9102910240757968,safe,0.3,"(0, 1)",0.63
1755016056,10,0.2,3040.4,2799.63868400856,0.9208126180793844,safe,0.3,"(1, 2)",0.63
1755016057,10,0.2,0.0,3231.314907707462,,,0.6,0,0.63
1755016058,10,0.2,0.0,4313.502588317206,,,0.6,0,0.63
