seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair,finalpercent
1755016037,10,0.0,0.0,754.0,,,0.2,0,0.25
1755016038,10,0.0,4138.0,3487.0,0.8426776220396327,safe,0.2,"(0, 1)",0.25
1755016039,10,0.0,2914.0,2226.0,0.7638984214138641,safe,0.2,"(0, 1)",0.25
1755016040,10,0.0,628.0,503.0,0.8009554140127388,safe,0.2,"(0, 1)",0.25
1755016041,10,0.0,4955.0,4769.0,0.9624621594349142,safe,0.2,"(0, 1)",0.25
1755016042,10,0.0,2745.0,2084.0,0.7591985428051001,safe,0.2,"(7, 8)",0.25
1755016043,10,0.0,0.0,820.0,,,0.2,0,0.25
1755016044,10,0.0,2721.0,2441.0,0.8970966556413084,safe,0.2,"(5, 6)",0.25
1755016045,10,0.0,4220.0,4155.0,0.9845971563981044,safe,0.2,"(0, 1)",0.25
1755016046,10,0.0,3228.0,2262.0,0.7007434944237918,safe,0.2,"(0, 1)",0.25
1755016047,10,0.0,3097.0,2567.0,0.8288666451404585,safe,0.1,"(4, 5)",0.25
1755016048,10,0.0,1111.0,980.0,0.8820882088208821,safe,0.1,"(8, 9)",0.25
1755016049,10,0.0,2455.0,1484.0,0.604480651731161,safe,0.1,"(1, 2)",0.25
1755016050,10,0.0,4585.0,4493.0,0.9799345692475464,safe,0.1,"(0, 1)",0.25
1755016051,10,0.0,2674.0,2248.0,0.8406881077038145,safe,0.1,"(0, 1)",0.25
1755016052,10,0.0,0.0,883.0,,,0.1,0,0.25
1755016053,10,0.0,2767.0,2467.0,0.8915793277918324,safe,0.1,"(5, 6)",0.25
1755016054,10,0.0,3743.0,3607.0,0.96366550895004,safe,0.1,"(5, 6)",0.25
1755016055,10,0.0,2870.0,2127.0,0.7411149825783973,safe,0.1,"(0, 1)",0.25
1755016056,10,0.0,2758.0,2132.0,0.7730239303843365,safe,0.1,"(4, 5)",0.25
1755016057,10,0.0,3315.0,2387.0,0.7200603318250377,safe,0.1,"(0, 1)",0.25
1755016058,10,0.0,4273.0,3840.0,0.898666042593026,safe,0.1,"(0, 1)",0.25
1755016059,10,0.0,2926.0,2708.0,0.9254955570745044,safe,0.1,"(0, 1)",0.25
1755016060,10,0.0,4406.0,4233.0,0.9607353608715388,safe,0.1,"(0, 1)",0.25
1755016061,10,0.0,4208.0,3730.0,0.8864068441064639,safe,0.1,"(5, 6)",0.25
1755016062,10,0.0,560.0,559.0,0.9982142857142856,safe,0.1,"(0, 1)",0.25
1755016063,10,0.0,0.0,4297.0,,,0.1,0,0.25
1755016064,10,0.0,4426.0,3416.0,0.771802982376864,safe,0.1,"(0, 1)",0.25
1755016065,10,0.0,2889.0,2251.0,0.7791623399100035,safe,0.1,"(1, 2)",0.25
1755016066,10,0.0,2534.0,2442.0,0.9636937647987373,safe,0.1,"(7, 8)",0.25
1755016067,10,0.0,0.0,2036.0,,,0.4,0,0.25
1755016068,10,0.0,2706.0,1836.0,0.6784922394678492,safe,0.4,"(4, 5)",0.25
1755016069,10,0.0,0.0,5738.0,,,0.4,0,0.25
1755016070,10,0.0,2916.0,2269.0,0.7781207133058985,safe,0.4,"(0, 1)",0.25
1755016071,10,0.0,0.0,4796.0,,,0.4,0,0.25
1755016072,10,0.0,2218.0,1463.0,0.6596032461677187,safe,0.4,"(0, 1)",0.25
1755016073,10,0.0,2388.0,2228.0,0.932998324958124,safe,0.4,"(0, 1)",0.25
1755016074,10,0.0,948.0,777.0,0.819620253164557,safe,0.4,"(8, 9)",0.25
1755016075,10,0.0,3380.0,2801.0,0.828698224852071,safe,0.4,"(0, 1)",0.25
1755016076,10,0.0,0.0,897.0,,,0.4,0,0.25
1755016077,10,0.0,0.0,2877.0,,,0.3,0,0.25
1755016078,10,0.0,0.0,3617.0,,,0.3,0,0.25
1755016079,10,0.0,2964.0,1816.0,0.6126855600539811,safe,0.3,"(0, 1)",0.25
1755016080,10,0.0,2719.0,2320.0,0.8532548731151158,safe,0.3,"(6, 7)",0.25
1755016081,10,0.0,5538.0,5531.0,0.9987360057782592,safe,0.3,"(0, 1)",0.25
1755016082,10,0.0,2406.0,2123.0,0.8823773898586866,safe,0.3,"(4, 5)",0.25
1755016083,10,0.0,5288.0,4585.0,0.8670574886535553,safe,0.3,"(0, 1)",0.25
1755016084,10,0.0,3542.0,3010.0,0.849802371541502,safe,0.3,"(5, 6)",0.25
1755016085,10,0.0,3269.0,3061.0,0.9363719791985315,safe,0.3,"(1, 2)",0.25
1755016086,10,0.0,0.0,5606.0,,,0.3,0,0.25
1755016087,10,0.0,3540.0,3383.0,0.9556497175141244,safe,0.2,"(7, 8)",0.25
1755016088,10,0.0,0.0,2113.0,,,0.2,0,0.25
1755016089,10,0.0,0.0,734.0,,,0.2,0,0.25
1755016090,10,0.0,2524.0,1761.0,0.6977020602218701,safe,0.2,"(0, 1)",0.25
1755016091,10,0.0,2280.0,2160.0,0.9473684210526316,safe,0.2,"(5, 6)",0.25
1755016092,10,0.0,1030.0,968.0,0.9398058252427184,safe,0.2,"(3, 4)",0.25
1755016093,10,0.0,2794.0,2501.0,0.8951324266284896,safe,0.2,"(6, 7)",0.25
1755016094,10,0.0,562.0,530.0,0.9430604982206404,safe,0.2,"(4, 5)",0.25
1755016095,10,0.0,836.0,788.0,0.9425837320574164,safe,0.2,"(6, 7)",0.25
1755016096,10,0.0,894.0,850.0,0.9507829977628636,safe,0.2,"(8, 9)",0.25
1755016097,10,0.0,0.0,1003.0,,,0.3,0,0.25
1755016098,10,0.0,5722.0,5641.0,0.9858441104508912,safe,0.3,"(0, 1)",0.25
1755016099,10,0.0,0.0,513.0,,,0.3,0,0.25
1755016100,10,0.0,3226.0,2448.0,0.7588344699318041,safe,0.3,"(3, 4)",0.25
1755016101,10,0.0,2876.0,1669.0,0.5803198887343533,safe,0.3,"(5, 6)",0.25
1755016102,10,0.0,0.0,705.0,,,0.3,0,0.25
1755016103,10,0.0,2325.0,1827.0,0.7858064516129032,safe,0.3,"(6, 7)",0.25
1755016104,10,0.0,1224.0,1101.0,0.8995098039215687,safe,0.3,"(0, 1)",0.25
1755016105,10,0.0,3882.0,3882.0,1.0,safe,0.3,"(5, 6)",0.25
1755016106,10,0.0,4195.0,4161.0,0.9918951132300358,safe,0.3,"(0, 1)",0.25
1755016107,10,0.0,0.0,2971.0,,,0.2,0,0.25
1755016108,10,0.0,4486.0,3915.0,0.8727151136870263,safe,0.2,"(0, 1)",0.25
1755016109,10,0.0,729.0,606.0,0.831275720164609,safe,0.2,"(0, 1)",0.25
1755016110,10,0.0,4775.0,4166.0,0.8724607329842932,safe,0.2,"(0, 1)",0.25
1755016111,10,0.0,0.0,646.0,,,0.2,0,0.25
1755016112,10,0.0,5201.0,4386.0,0.8432993655066333,safe,0.2,"(0, 1)",0.25
1755016113,10,0.0,2701.0,2036.0,0.7537948907811921,safe,0.2,"(4, 5)",0.25
1755016114,10,0.0,1161.0,982.0,0.8458225667527993,safe,0.2,"(0, 1)",0.25
1755016115,10,0.0,471.0,415.0,0.881104033970276,safe,0.2,"(0, 1)",0.25
1755016116,10,0.0,896.0,774.0,0.8638392857142857,safe,0.2,"(0, 1)",0.25
1755016117,10,0.0,411.0,336.0,0.8175182481751825,safe,0.3,"(0, 1)",0.25
1755016118,10,0.0,994.0,792.0,0.7967806841046278,safe,0.3,"(3, 4)",0.25
1755016119,10,0.0,0.0,871.0,,,0.3,0,0.25
1755016120,10,0.0,0.0,743.0,,,0.3,0,0.25
1755016121,10,0.0,2470.0,2159.0,0.874089068825911,safe,0.3,"(7, 8)",0.25
1755016122,10,0.0,2696.0,1842.0,0.6832344213649851,safe,0.3,"(4, 5)",0.25
1755016123,10,0.0,1361.0,1264.0,0.928728875826598,safe,0.3,"(0, 1)",0.25
1755016124,10,0.0,0.0,5697.0,,,0.3,0,0.25
1755016125,10,0.0,3565.0,3248.0,0.9110799438990184,safe,0.3,"(0, 1)",0.25
1755016126,10,0.0,3746.0,3026.0,0.807794981313401,safe,0.3,"(0, 1)",0.25
1755016127,10,0.0,2689.0,1988.0,0.7393082930457419,safe,0.4,"(2, 3)",0.25
1755016128,10,0.0,0.0,1044.0,,,0.4,0,0.25
1755016129,10,0.0,0.0,707.0,,,0.4,0,0.25
1755016130,10,0.0,4683.0,4394.0,0.9382874225923552,safe,0.4,"(0, 1)",0.25
1755016131,10,0.0,0.0,3201.0,,,0.4,0,0.25
1755016132,10,0.0,3772.0,3743.0,0.9923117709437964,safe,0.4,"(8, 9)",0.25
1755016133,10,0.0,1099.0,968.0,0.8808007279344859,safe,0.4,"(6, 7)",0.25
1755016134,10,0.0,0.0,2258.0,,,0.4,0,0.25
1755016135,10,0.0,906.0,682.0,0.7527593818984547,safe,0.4,"(8, 9)",0.25
1755016136,10,0.0,258.0,214.0,0.8294573643410853,safe,0.4,"(0, 1)",0.25
1755016037,10,0.02,0.0,804.013050565467,,,0.3,0,0.27
1755016038,10,0.02,4165.2,4037.2304393748072,0.9692764907747063,safe,0.3,"(5, 6)",0.27
1755016039,10,0.02,2943.14,2666.3394280206776,0.905950592911203,safe,0.3,"(0, 1)",0.27
1755016040,10,0.02,633.12,533.928973604869,0.8433298167880797,safe,0.3,"(0, 1)",0.27
