seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair,finalpercent
1755016037,8,0.2,3179.0,2883.15075901548,0.9069363822005284,safe,0.4,"(0, 1)",0.39
1755016038,8,0.2,3203.2,3004.976376144219,0.938117000544524,safe,0.4,"(4, 5)",0.39
1755016039,8,0.2,3851.400000000001,3743.285639313097,0.9719285556714692,safe,0.4,"(0, 1)",0.39
1755016040,8,0.2,995.0,902.0405563196024,0.9065734234367862,safe,0.4,"(4, 5)",0.39
1755016041,8,0.2,0.0,2975.716266543526,,,0.4,0,0.39
1755016042,8,0.2,0.0,3167.062440049136,,,0.4,0,0.39
1755016043,8,0.2,2307.8,2193.9057632059857,0.9506481338096826,safe,0.4,"(0, 1)",0.39
1755016044,8,0.2,664.4000000000001,623.2300249938708,0.9380343542954104,safe,0.4,"(2, 3)",0.39
1755016045,8,0.2,0.0,493.10122531460365,,,0.4,0,0.39
1755016046,8,0.2,0.0,6096.480394452228,,,0.4,0,0.39
1755016047,8,0.2,2371.0,2255.406406572008,0.951246902814006,safe,0.1,"(5, 6)",0.39
1755016048,8,0.2,2481.6000000000004,2322.9420892197104,0.9360662835346996,safe,0.1,"(0, 1)",0.39
1755016049,8,0.2,82.99999999999999,70.14441425217638,0.8451134247250167,safe,0.1,"(2, 3)",0.39
1755016050,8,0.2,0.0,526.5737730268438,,,0.1,0,0.39
1755016051,8,0.2,2613.6,2407.3792800656465,0.9210970615494516,safe,0.1,"(0, 1)",0.39
1755016052,8,0.2,2785.2,2597.8369223067784,0.9327290400354656,safe,0.1,"(0, 1)",0.39
1755016053,8,0.2,948.2,830.3969045848753,0.8757613421059643,safe,0.1,"(0, 1)",0.39
1755016054,8,0.2,3560.2,3136.2521232190047,0.880920207634123,safe,0.1,"(6, 7)",0.39
1755016055,8,0.2,3979.6,3835.887087571711,0.9638875986460228,safe,0.1,"(0, 1)",0.39
1755016056,8,0.2,835.8,732.9513659452437,0.8769458793314713,safe,0.1,"(2, 3)",0.39
1755016057,8,0.2,3465.0,2939.180784090122,0.8482484225368317,safe,0.3,"(0, 1)",0.39
