seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair,finalpercent
1755016037,8,0.0,2890.0,2649.0,0.9166089965397924,safe,0.0,"(0, 1)",0.1
1755016038,8,0.0,2894.0,2094.0,0.72356599861783,safe,0.0,"(5, 6)",0.1
1755016039,8,0.0,3618.0,3150.0,0.8706467661691543,safe,0.0,"(0, 1)",0.1
1755016040,8,0.0,929.0,853.0,0.9181916038751344,safe,0.0,"(4, 5)",0.1
1755016041,8,0.0,2926.0,2766.0,0.945317840054682,safe,0.0,"(4, 5)",0.1
1755016042,8,0.0,3292.0,2932.0,0.8906439854191981,safe,0.0,"(3, 4)",0.1
1755016043,8,0.0,2098.0,1698.0,0.8093422306959008,safe,0.0,"(0, 1)",0.1
1755016044,8,0.0,603.0,433.0,0.7180762852404643,safe,0.0,"(6, 7)",0.1
1755016045,8,0.0,499.0,467.0,0.935871743486974,safe,0.0,"(0, 1)",0.1
1755016046,8,0.0,5909.0,5909.0,1.0,safe,0.0,"(0, 1)",0.1
1755016047,8,0.0,2157.0,1324.0,0.6138154844691701,safe,0.0,"(5, 6)",0.1
1755016048,8,0.0,2255.0,2103.0,0.9325942350332594,safe,0.0,"(6, 7)",0.1
1755016049,8,0.0,76.0,61.0,0.8026315789473685,safe,0.0,"(2, 3)",0.1
1755016050,8,0.0,529.0,426.0,0.8052930056710775,safe,0.0,"(0, 1)",0.1
1755016051,8,0.0,2376.0,1603.0,0.6746632996632996,safe,0.0,"(0, 1)",0.1
1755016052,8,0.0,2532.0,1909.0,0.7539494470774092,safe,0.0,"(0, 1)",0.1
1755016053,8,0.0,862.0,627.0,0.7273781902552204,safe,0.0,"(0, 1)",0.1
1755016054,8,0.0,3077.0,2338.0,0.7598310042248944,safe,0.0,"(0, 1)",0.1
1755016055,8,0.0,3762.0,3329.0,0.8849016480595427,safe,0.0,"(0, 1)",0.1
1755016056,8,0.0,772.0,510.0,0.6606217616580311,safe,0.0,"(0, 1)",0.1
1755016057,8,0.0,3150.0,1902.0,0.6038095238095238,safe,0.1,"(0, 1)",0.1
1755016058,8,0.0,0.0,7271.0,,,0.1,0,0.1
1755016059,8,0.0,792.0,774.0,0.9772727272727272,safe,0.1,"(0, 1)",0.1
1755016060,8,0.0,5254.0,4550.0,0.8660068519223448,safe,0.1,"(0, 1)",0.1
1755016061,8,0.0,722.0,520.0,0.7202216066481995,safe,0.1,"(0, 1)",0.1
1755016062,8,0.0,2381.0,1897.0,0.7967240655186896,safe,0.1,"(0, 1)",0.1
1755016063,8,0.0,2460.0,1633.0,0.6638211382113821,safe,0.1,"(0, 1)",0.1
1755016064,8,0.0,788.0,674.0,0.8553299492385786,safe,0.1,"(5, 6)",0.1
1755016065,8,0.0,2590.0,2354.0,0.9088803088803088,safe,0.1,"(2, 3)",0.1
1755016066,8,0.0,656.0,419.0,0.6387195121951219,safe,0.1,"(6, 7)",0.1
1755016067,8,0.0,567.0,403.0,0.7107583774250441,safe,0.1,"(1, 2)",0.1
1755016068,8,0.0,598.0,561.0,0.9381270903010034,safe,0.1,"(0, 1)",0.1
1755016069,8,0.0,2586.0,1792.0,0.6929621036349575,safe,0.1,"(0, 1)",0.1
1755016070,8,0.0,3794.0,3671.0,0.9675803900896152,safe,0.1,"(0, 1)",0.1
1755016071,8,0.0,2579.0,1649.0,0.6393951143854207,safe,0.1,"(2, 3)",0.1
1755016072,8,0.0,2209.0,1370.0,0.6201901312811227,safe,0.1,"(0, 1)",0.1
1755016073,8,0.0,0.0,661.0,,,0.1,0,0.1
1755016074,8,0.0,770.0,690.0,0.8961038961038961,safe,0.1,"(6, 7)",0.1
1755016075,8,0.0,2470.0,2189.0,0.8862348178137652,safe,0.1,"(0, 1)",0.1
1755016076,8,0.0,2358.0,2270.0,0.9626802374893978,safe,0.1,"(6, 7)",0.1
1755016077,8,0.0,4407.0,4015.0,0.911050601316088,safe,0.2,"(0, 1)",0.1
