n,periods,C,R,R/C,min_latency (LZ-),min_offsets
10,"[20, 50, 1, 50, 20, 2, 100, 1, 50, 5]",25000000000,352.277949,1.409112e-08,99,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
