n,periods,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
3,"[15, 10, 12]",360,0.890803,2.474453e-03,25,"[0, 0, 2]",34,"[0, 4, 5]"
