n,periods,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
3,"[15, 10, 12]",360,2.066829,5.741191e-03,26,"[0, 5, 0]",29,"[0, 0, 0]"
