seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair,added,finalpercent
1755016037,5,0.0,2454.0,2272.0,0.925835370823146,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.02,2478.54,2271.9702583957114,0.9166566843366302,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.05,2515.35,2471.8023999017314,0.982687260183168,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.1,2576.7,2490.668796823593,0.9666118666602992,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.2,2699.4,2511.322681000748,0.9303262506485692,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.3,2822.1000000000004,2697.4714883020497,0.9558383786194852,safe,0.0,"(0, 1)",False,0.0
1755016037,5,0.4,2944.8,2726.562595098472,0.9258905851325973,safe,0.0,"(1, 2)",False,0.0
1755016037,5,0.5,3067.5,2947.2178866356844,0.9607882271020975,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.0,2606.0,2054.0,0.7881811204911742,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.02,2632.06,2070.9931859529147,0.7868335774841435,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.05,2671.15,2100.063152731325,0.7862018803628869,safe,0.0,"(3, 4)",False,0.0
1755016038,5,0.1,2736.3,2150.182281550203,0.7857991746337034,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.2,2866.6,2237.195626768396,0.7804352287617372,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.3,2996.9000000000005,2344.1090534268355,0.7821779350084538,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.4,3127.2,2418.437962638724,0.7733557056276299,safe,0.0,"(0, 1)",False,0.0
1755016038,5,0.5,3257.5,3106.594122209237,0.953674327616036,safe,0.0,"(0, 1)",False,0.0
