seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair
1755016037,3,0.0,302.0,265.0,0.8774834437086093,safe,0.0,"(0, 1)"
1755016037,3,0.02,305.02,266.98631082349857,0.8753075563028607,safe,0.0,"(0, 1)"
1755016037,3,0.05,309.54999999999995,270.01186145240354,0.8722722062749267,safe,0.0,"(0, 1)"
1755016037,3,0.1,317.1,274.83150108175323,0.8667029362401552,safe,0.0,"(0, 1)"
1755016037,3,0.2,332.20000000000005,283.6868254549621,0.8539639538078329,safe,0.0,"(0, 1)"
1755016037,3,0.3,347.3,319.949453933772,0.9212480677620847,safe,0.0,"(0, 1)"
1755016037,3,0.4,0,335.323139613547,,,1.0,0
1755016037,3,0.5,0,346.11785260750366,,,1.0,0
1755016037,5,0.0,238.0,192.0,0.8067226890756303,safe,0.0,"(0, 1)"
1755016037,5,0.02,240.38000000000002,232.08367547101898,0.9654866273026831,safe,0.0,"(0, 1)"
1755016037,5,0.05,243.94999999999996,237.07350396284164,0.9718118629343787,safe,0.0,"(2, 3)"
1755016037,5,0.1,249.9,242.3590969912807,0.9698243176921997,safe,0.0,"(0, 1)"
1755016037,5,0.2,261.79999999999995,246.77361517013742,0.9426035720784471,safe,0.0,"(0, 1)"
1755016037,5,0.3,273.69999999999993,261.80622437852435,0.9565444807399504,safe,0.0,"(2, 3)"
1755016037,5,0.4,285.6,263.0311991223384,0.9209775879633697,safe,0.0,"(0, 1)"
1755016037,5,0.5,297.5,279.0339556666934,0.9379292627451878,safe,0.0,"(0, 1)"
1755016037,8,0.0,2890.0,2649.0,0.9166089965397924,safe,0.0,"(0, 1)"
1755016037,8,0.02,2918.9000000000005,2652.471526925983,0.9087229870588176,safe,0.0,"(0, 1)"
1755016037,8,0.05,2962.25,2658.274643232304,0.8973836250256744,safe,0.0,"(0, 1)"
1755016037,8,0.1,3034.5,2668.0412251407324,0.8792358626267037,safe,0.0,"(0, 1)"
1755016037,8,0.2,3179.0,2883.1507590154797,0.9069363822005284,safe,0.0,"(0, 1)"
1755016037,8,0.3,3323.5,2905.7729331384835,0.8743110976797002,safe,0.0,"(0, 1)"
1755016037,8,0.4,3468.0,3011.2445273409103,0.8682942697061449,safe,0.0,"(0, 1)"
1755016037,8,0.5,0,3194.2790138645505,,,1.0,0
1755016037,10,0.0,0,754.0,,,1.0,0
1755016037,10,0.02,0,804.013050565467,,,1.0,0
1755016037,10,0.05,0,804.1829055505223,,,1.0,0
1755016037,10,0.1,0,1008.0214710819419,,,1.0,0
1755016037,10,0.2,0,1009.3912256970775,,,1.0,0
1755016037,10,0.3,0,1062.6206084863225,,,1.0,0
1755016037,10,0.4,0,1072.2714899646962,,,1.0,0
1755016037,10,0.5,0,1073.593815339571,,,1.0,0
