seeds,num_tasks,per_jitter,final_e2e_max,max_reaction_time,R,exceed,false_percentage,best_merge_pair
1755016127,3,0.0,142.0,95.0,0.6690140845070423,safe,0.0,"(0, 1)"
1755016128,3,0.0,444.0,426.0,0.9594594594594594,safe,0.0,"(0, 1)"
1755016129,3,0.0,24.0,15.0,0.625,safe,0.0,"(0, 1)"
1755016130,3,0.0,35.0,34.0,0.9714285714285714,safe,0.0,"(0, 1)"
1755016131,3,0.0,212.0,209.0,0.9858490566037735,safe,0.0,"(0, 1)"
1755016132,3,0.0,112.0,85.0,0.7589285714285714,safe,0.0,"(0, 1)"
1755016133,3,0.0,866.0,845.0,0.9757505773672055,safe,0.0,"(0, 1)"
1755016134,3,0.0,2042.0,1969.0,0.9642507345739472,safe,0.0,"(0, 1)"
1755016135,3,0.0,2061.0,2057.0,0.9980591945657448,safe,0.0,"(1, 2)"
1755016136,3,0.0,406.0,404.0,0.9950738916256158,safe,0.0,"(1, 2)"
1755016127,3,0.02,143.42000000000002,134.77379669347897,0.9397141032874003,safe,0.1,"(0, 1)"
1755016128,3,0.02,448.44,428.0272714745515,0.9544805803999454,safe,0.1,"(0, 1)"
1755016129,3,0.02,24.240000000000002,24.001275251467916,0.99015161928498,safe,0.1,"(0, 1)"
1755016130,3,0.02,0,39.16759385350201,,,0.1,0
1755016131,3,0.02,214.12000000000003,210.00131609872915,0.9807645997512101,safe,0.1,"(0, 1)"
1755016132,3,0.02,113.12,108.08677735075511,0.9555054574854589,safe,0.1,"(0, 1)"
1755016133,3,0.02,871.0,845.9334598668356,0.9712209642558388,safe,0.1,"(0, 1)"
1755016134,3,0.02,2062.42,1986.4715996182838,0.963175104788687,safe,0.1,"(0, 1)"
1755016135,3,0.02,2081.3999999999996,2077.1470033536534,0.9979566653952406,safe,0.1,"(1, 2)"
1755016136,3,0.02,412.08000000000004,410.0228036550998,0.9950077743523096,safe,0.1,"(0, 1)"
1755016127,3,0.05,145.55,135.8476569780172,0.9333401372587921,safe,0.1,"(0, 1)"
1755016128,3,0.05,455.1,448.0341501740768,0.9844740720151104,safe,0.1,"(1, 2)"
1755016129,3,0.05,24.6,23.986475684326127,0.9750599871677287,safe,0.1,"(0, 1)"
1755016130,3,0.05,0,39.481407781751926,,,0.1,0
1755016131,3,0.05,217.29999999999998,215.02901849743648,0.9895490957084054,safe,0.1,"(0, 1)"
1755016132,3,0.05,114.8,112.13746073272293,0.9768071492397468,safe,0.1,"(0, 1)"
1755016133,3,0.05,878.5,847.115391379546,0.964274776755317,safe,0.1,"(0, 1)"
1755016134,3,0.05,2093.05,2007.0732312132152,0.9589227353446955,safe,0.1,"(0, 1)"
