periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[12, 8, 9]",1755016050,"[0, 1, 3]","[0, 1, 3]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016051,"[0, 1, 4]","[0, 1, 4]",1,24,12.5,5.188,5,"[(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 4), (8, 4), (9, 4), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 4), (17, 4), (18, 4), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016052,"[0, 1, 5]","[0, 1, 5]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016053,"[0, 1, 6]","[0, 1, 6]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016054,"[0, 1, 7]","[0, 1, 7]",1,24,12.5,5.188,5,"[(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 4), (8, 4), (9, 4), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 4), (17, 4), (18, 4), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016055,"[0, 1, 8]","[0, 1, 8]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016056,"[0, 1, 9]","[0, 1, 9]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016057,"[0, 2, 0]","[0, 2, 0]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016058,"[0, 2, 1]","[0, 2, 1]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016059,"[0, 2, 2]","[0, 2, 2]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016060,"[0, 2, 3]","[0, 2, 3]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016061,"[0, 2, 4]","[0, 2, 4]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016062,"[0, 2, 5]","[0, 2, 5]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016063,"[0, 2, 6]","[0, 2, 6]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016064,"[0, 2, 7]","[0, 2, 7]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016065,"[0, 2, 8]","[0, 2, 8]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016066,"[0, 2, 9]","[0, 2, 9]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016067,"[0, 3, 0]","[0, 3, 0]",3,26,14.5,5.188,3,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 4), (10, 4), (11, 4), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 4), (19, 4), (20, 4), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[12, 8, 9]",1755016068,"[0, 3, 1]","[0, 3, 1]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016069,"[0, 3, 2]","[0, 3, 2]",5,25,15.0,4.491,4,"[(5, 1), (6, 1), (7, 1), (8, 3), (9, 3), (10, 3), (11, 5), (12, 5), (13, 5), (14, 6), (15, 6), (16, 6), (17, 5), (18, 5), (19, 5), (20, 3), (21, 3), (22, 3), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016070,"[0, 3, 3]","[0, 3, 3]",3,26,14.5,5.188,3,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 4), (10, 4), (11, 4), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 4), (19, 4), (20, 4), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[12, 8, 9]",1755016071,"[0, 3, 4]","[0, 3, 4]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016072,"[0, 3, 5]","[0, 3, 5]",5,25,15.0,4.491,4,"[(5, 1), (6, 1), (7, 1), (8, 3), (9, 3), (10, 3), (11, 5), (12, 5), (13, 5), (14, 6), (15, 6), (16, 6), (17, 5), (18, 5), (19, 5), (20, 3), (21, 3), (22, 3), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016073,"[0, 3, 6]","[0, 3, 6]",3,26,14.5,5.188,3,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 4), (10, 4), (11, 4), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 4), (19, 4), (20, 4), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[12, 8, 9]",1755016074,"[0, 3, 7]","[0, 3, 7]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016075,"[0, 3, 8]","[0, 3, 8]",5,25,15.0,4.491,4,"[(5, 1), (6, 1), (7, 1), (8, 3), (9, 3), (10, 3), (11, 5), (12, 5), (13, 5), (14, 6), (15, 6), (16, 6), (17, 5), (18, 5), (19, 5), (20, 3), (21, 3), (22, 3), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016076,"[0, 3, 9]","[0, 3, 9]",3,26,14.5,5.188,3,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 4), (10, 4), (11, 4), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 4), (19, 4), (20, 4), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[12, 8, 9]",1755016077,"[0, 4, 0]","[0, 4, 0]",0,23,11.5,5.188,6,"[(0, 1), (1, 1), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4), (7, 4), (8, 4), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 4), (16, 4), (17, 4), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016078,"[0, 4, 1]","[0, 4, 1]",1,21,11.0,4.491,8,"[(1, 1), (2, 1), (3, 1), (4, 3), (5, 3), (6, 3), (7, 5), (8, 5), (9, 5), (10, 6), (11, 6), (12, 6), (13, 5), (14, 5), (15, 5), (16, 3), (17, 3), (18, 3), (19, 1), (20, 1), (21, 1)]"
"[12, 8, 9]",1755016079,"[0, 4, 2]","[0, 4, 2]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016080,"[0, 4, 3]","[0, 4, 3]",0,23,11.5,5.188,6,"[(0, 1), (1, 1), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4), (7, 4), (8, 4), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 4), (16, 4), (17, 4), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016081,"[0, 4, 4]","[0, 4, 4]",1,21,11.0,4.491,8,"[(1, 1), (2, 1), (3, 1), (4, 3), (5, 3), (6, 3), (7, 5), (8, 5), (9, 5), (10, 6), (11, 6), (12, 6), (13, 5), (14, 5), (15, 5), (16, 3), (17, 3), (18, 3), (19, 1), (20, 1), (21, 1)]"
"[12, 8, 9]",1755016082,"[0, 4, 5]","[0, 4, 5]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016083,"[0, 4, 6]","[0, 4, 6]",0,23,11.5,5.188,6,"[(0, 1), (1, 1), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4), (7, 4), (8, 4), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 4), (16, 4), (17, 4), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016084,"[0, 4, 7]","[0, 4, 7]",1,21,11.0,4.491,8,"[(1, 1), (2, 1), (3, 1), (4, 3), (5, 3), (6, 3), (7, 5), (8, 5), (9, 5), (10, 6), (11, 6), (12, 6), (13, 5), (14, 5), (15, 5), (16, 3), (17, 3), (18, 3), (19, 1), (20, 1), (21, 1)]"
"[12, 8, 9]",1755016085,"[0, 4, 8]","[0, 4, 8]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016086,"[0, 4, 9]","[0, 4, 9]",0,23,11.5,5.188,6,"[(0, 1), (1, 1), (2, 1), (3, 2), (4, 2), (5, 2), (6, 4), (7, 4), (8, 4), (9, 5), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 4), (16, 4), (17, 4), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016087,"[0, 5, 0]","[0, 5, 0]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016088,"[0, 5, 1]","[0, 5, 1]",1,24,12.5,5.188,5,"[(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 4), (8, 4), (9, 4), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 4), (17, 4), (18, 4), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016089,"[0, 5, 2]","[0, 5, 2]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016090,"[0, 5, 3]","[0, 5, 3]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016091,"[0, 5, 4]","[0, 5, 4]",1,24,12.5,5.188,5,"[(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 4), (8, 4), (9, 4), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 4), (17, 4), (18, 4), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016092,"[0, 5, 5]","[0, 5, 5]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016093,"[0, 5, 6]","[0, 5, 6]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016094,"[0, 5, 7]","[0, 5, 7]",1,24,12.5,5.188,5,"[(1, 1), (2, 1), (3, 1), (4, 2), (5, 2), (6, 2), (7, 4), (8, 4), (9, 4), (10, 5), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 4), (17, 4), (18, 4), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016095,"[0, 5, 8]","[0, 5, 8]",2,22,12.0,4.491,7,"[(2, 1), (3, 1), (4, 1), (5, 3), (6, 3), (7, 3), (8, 5), (9, 5), (10, 5), (11, 6), (12, 6), (13, 6), (14, 5), (15, 5), (16, 5), (17, 3), (18, 3), (19, 3), (20, 1), (21, 1), (22, 1)]"
"[12, 8, 9]",1755016096,"[0, 5, 9]","[0, 5, 9]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016097,"[0, 6, 0]","[0, 6, 0]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016098,"[0, 6, 1]","[0, 6, 1]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016099,"[0, 6, 2]","[0, 6, 2]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016100,"[0, 6, 3]","[0, 6, 3]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016101,"[0, 6, 4]","[0, 6, 4]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016102,"[0, 6, 5]","[0, 6, 5]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016103,"[0, 6, 6]","[0, 6, 6]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016104,"[0, 6, 7]","[0, 6, 7]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016105,"[0, 6, 8]","[0, 6, 8]",2,25,13.5,5.188,4,"[(2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 4), (9, 4), (10, 4), (11, 5), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 4), (18, 4), (19, 4), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1)]"
"[12, 8, 9]",1755016106,"[0, 6, 9]","[0, 6, 9]",3,23,13.0,4.491,6,"[(3, 1), (4, 1), (5, 1), (6, 3), (7, 3), (8, 3), (9, 5), (10, 5), (11, 5), (12, 6), (13, 6), (14, 6), (15, 5), (16, 5), (17, 5), (18, 3), (19, 3), (20, 3), (21, 1), (22, 1), (23, 1)]"
"[12, 8, 9]",1755016107,"[0, 7, 0]","[0, 7, 0]",3,26,14.5,5.188,3,"[(3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 4), (10, 4), (11, 4), (12, 5), (13, 5), (14, 5), (15, 5), (16, 5), (17, 5), (18, 4), (19, 4), (20, 4), (21, 2), (22, 2), (23, 2), (24, 1), (25, 1), (26, 1)]"
"[12, 8, 9]",1755016108,"[0, 7, 1]","[0, 7, 1]",4,24,14.0,4.491,5,"[(4, 1), (5, 1), (6, 1), (7, 3), (8, 3), (9, 3), (10, 5), (11, 5), (12, 5), (13, 6), (14, 6), (15, 6), (16, 5), (17, 5), (18, 5), (19, 3), (20, 3), (21, 3), (22, 1), (23, 1), (24, 1)]"
"[12, 8, 9]",1755016109,"[0, 7, 2]","[0, 7, 2]",5,25,15.0,4.491,4,"[(5, 1), (6, 1), (7, 1), (8, 3), (9, 3), (10, 3), (11, 5), (12, 5), (13, 5), (14, 6), (15, 6), (16, 6), (17, 5), (18, 5), (19, 5), (20, 3), (21, 3), (22, 3), (23, 1), (24, 1), (25, 1)]"
