periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[15, 10, 5]",1755016050,"[0, 2, 1]","[0, 2, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016051,"[0, 2, 2]","[0, 2, 2]",2,21,11.5,4.992,9,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[15, 10, 5]",1755016052,"[0, 2, 3]","[0, 2, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016053,"[0, 2, 4]","[0, 2, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016054,"[0, 2, 5]","[0, 2, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016055,"[0, 3, 0]","[0, 3, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016056,"[0, 3, 1]","[0, 3, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016057,"[0, 3, 2]","[0, 3, 2]",7,26,16.5,4.992,4,"[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 5]",1755016058,"[0, 3, 3]","[0, 3, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016059,"[0, 3, 4]","[0, 3, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016060,"[0, 3, 5]","[0, 3, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016061,"[0, 4, 0]","[0, 4, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016062,"[0, 4, 1]","[0, 4, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016063,"[0, 4, 2]","[0, 4, 2]",7,26,16.5,4.992,4,"[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 5]",1755016064,"[0, 4, 3]","[0, 4, 3]",8,27,17.5,4.992,3,"[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 5]",1755016065,"[0, 4, 4]","[0, 4, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016066,"[0, 4, 5]","[0, 4, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016067,"[0, 5, 0]","[0, 5, 0]",0,19,9.5,4.992,11,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1)]"
"[15, 10, 5]",1755016068,"[0, 5, 1]","[0, 5, 1]",1,20,10.5,4.992,10,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1)]"
"[15, 10, 5]",1755016069,"[0, 5, 2]","[0, 5, 2]",2,21,11.5,4.992,9,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[15, 10, 5]",1755016070,"[0, 5, 3]","[0, 5, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016071,"[0, 5, 4]","[0, 5, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016072,"[0, 5, 5]","[0, 5, 5]",0,19,9.5,4.992,11,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1)]"
"[15, 10, 5]",1755016073,"[0, 6, 0]","[0, 6, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016074,"[0, 6, 1]","[0, 6, 1]",1,20,10.5,4.992,10,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1)]"
"[15, 10, 5]",1755016075,"[0, 6, 2]","[0, 6, 2]",2,21,11.5,4.992,9,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[15, 10, 5]",1755016076,"[0, 6, 3]","[0, 6, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016077,"[0, 6, 4]","[0, 6, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016078,"[0, 6, 5]","[0, 6, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016079,"[0, 7, 0]","[0, 7, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016080,"[0, 7, 1]","[0, 7, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016081,"[0, 7, 2]","[0, 7, 2]",2,21,11.5,4.992,9,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[15, 10, 5]",1755016082,"[0, 7, 3]","[0, 7, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016083,"[0, 7, 4]","[0, 7, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016084,"[0, 7, 5]","[0, 7, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016085,"[0, 8, 0]","[0, 8, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016086,"[0, 8, 1]","[0, 8, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016087,"[0, 8, 2]","[0, 8, 2]",7,26,16.5,4.992,4,"[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 5]",1755016088,"[0, 8, 3]","[0, 8, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016089,"[0, 8, 4]","[0, 8, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016090,"[0, 8, 5]","[0, 8, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016091,"[0, 9, 0]","[0, 9, 0]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016092,"[0, 9, 1]","[0, 9, 1]",6,25,15.5,4.992,5,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[15, 10, 5]",1755016093,"[0, 9, 2]","[0, 9, 2]",7,26,16.5,4.992,4,"[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
"[15, 10, 5]",1755016094,"[0, 9, 3]","[0, 9, 3]",8,27,17.5,4.992,3,"[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 2), (21, 2), (22, 2), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1)]"
"[15, 10, 5]",1755016095,"[0, 9, 4]","[0, 9, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016096,"[0, 9, 5]","[0, 9, 5]",5,24,14.5,4.992,6,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 2), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[15, 10, 5]",1755016097,"[0, 10, 0]","[0, 10, 0]",0,19,9.5,4.992,11,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1)]"
"[15, 10, 5]",1755016098,"[0, 10, 1]","[0, 10, 1]",1,20,10.5,4.992,10,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1)]"
"[15, 10, 5]",1755016099,"[0, 10, 2]","[0, 10, 2]",2,21,11.5,4.992,9,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[15, 10, 5]",1755016100,"[0, 10, 3]","[0, 10, 3]",3,22,12.5,4.992,8,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[15, 10, 5]",1755016101,"[0, 10, 4]","[0, 10, 4]",4,23,13.5,4.992,7,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[15, 10, 5]",1755016102,"[0, 10, 5]","[0, 10, 5]",0,19,9.5,4.992,11,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (12, 2), (13, 2), (14, 2), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1)]"
