periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[4, 10, 20]",1755016037,"[0, 0, 0]","[0, 0, 0]",0,19,9.5,5.766,15,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1)]"
"[4, 10, 20]",1755016038,"[0, 0, 1]","[0, 0, 1]",1,20,10.5,5.766,14,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1)]"
"[4, 10, 20]",1755016039,"[0, 0, 2]","[0, 0, 2]",2,21,11.5,5.766,13,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1)]"
"[4, 10, 20]",1755016040,"[0, 0, 3]","[0, 0, 3]",3,22,12.5,5.766,12,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1)]"
"[4, 10, 20]",1755016041,"[0, 0, 4]","[0, 0, 4]",4,23,13.5,5.766,11,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1)]"
"[4, 10, 20]",1755016042,"[0, 0, 5]","[0, 0, 5]",5,24,14.5,5.766,10,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1)]"
"[4, 10, 20]",1755016043,"[0, 0, 6]","[0, 0, 6]",6,25,15.5,5.766,9,"[(6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1)]"
"[4, 10, 20]",1755016044,"[0, 0, 7]","[0, 0, 7]",7,26,16.5,5.766,8,"[(7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1)]"
"[4, 10, 20]",1755016045,"[0, 0, 8]","[0, 0, 8]",8,27,17.5,5.766,7,"[(8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1)]"
"[4, 10, 20]",1755016046,"[0, 0, 9]","[0, 0, 9]",9,28,18.5,5.766,6,"[(9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1), (15, 1), (16, 1), (17, 1), (18, 1), (19, 1), (20, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 1)]"
