periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[2, 5, 10]",1755016053,"[0, 1, 5]","[0, 1, 5]",5,14,9.5,2.872,3,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)]"
"[2, 5, 10]",1755016054,"[0, 1, 6]","[0, 1, 6]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
"[2, 5, 10]",1755016055,"[0, 1, 7]","[0, 1, 7]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016056,"[0, 1, 8]","[0, 1, 8]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016057,"[0, 1, 9]","[0, 1, 9]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016058,"[0, 1, 10]","[0, 1, 10]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016059,"[0, 2, 0]","[0, 2, 0]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016060,"[0, 2, 1]","[0, 2, 1]",5,14,9.5,2.872,3,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)]"
"[2, 5, 10]",1755016061,"[0, 2, 2]","[0, 2, 2]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
"[2, 5, 10]",1755016062,"[0, 2, 3]","[0, 2, 3]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016063,"[0, 2, 4]","[0, 2, 4]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016064,"[0, 2, 5]","[0, 2, 5]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016065,"[0, 2, 6]","[0, 2, 6]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016066,"[0, 2, 7]","[0, 2, 7]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016067,"[0, 2, 8]","[0, 2, 8]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016068,"[0, 2, 9]","[0, 2, 9]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016069,"[0, 2, 10]","[0, 2, 10]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016070,"[0, 3, 0]","[0, 3, 0]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016071,"[0, 3, 1]","[0, 3, 1]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016072,"[0, 3, 2]","[0, 3, 2]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016073,"[0, 3, 3]","[0, 3, 3]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016074,"[0, 3, 4]","[0, 3, 4]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016075,"[0, 3, 5]","[0, 3, 5]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016076,"[0, 3, 6]","[0, 3, 6]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016077,"[0, 3, 7]","[0, 3, 7]",5,14,9.5,2.872,3,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)]"
"[2, 5, 10]",1755016078,"[0, 3, 8]","[0, 3, 8]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
"[2, 5, 10]",1755016079,"[0, 3, 9]","[0, 3, 9]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016080,"[0, 3, 10]","[0, 3, 10]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016081,"[0, 4, 0]","[0, 4, 0]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016082,"[0, 4, 1]","[0, 4, 1]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016083,"[0, 4, 2]","[0, 4, 2]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016084,"[0, 4, 3]","[0, 4, 3]",5,14,9.5,2.872,3,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)]"
"[2, 5, 10]",1755016085,"[0, 4, 4]","[0, 4, 4]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
"[2, 5, 10]",1755016086,"[0, 4, 5]","[0, 4, 5]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016087,"[0, 4, 6]","[0, 4, 6]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016088,"[0, 4, 7]","[0, 4, 7]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016089,"[0, 4, 8]","[0, 4, 8]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016090,"[0, 4, 9]","[0, 4, 9]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016091,"[0, 4, 10]","[0, 4, 10]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016092,"[0, 5, 0]","[0, 5, 0]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
"[2, 5, 10]",1755016093,"[0, 5, 1]","[0, 5, 1]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016094,"[0, 5, 2]","[0, 5, 2]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016095,"[0, 5, 3]","[0, 5, 3]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016096,"[0, 5, 4]","[0, 5, 4]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016097,"[0, 5, 5]","[0, 5, 5]",1,10,5.5,2.872,7,"[(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1)]"
"[2, 5, 10]",1755016098,"[0, 5, 6]","[0, 5, 6]",2,11,6.5,2.872,6,"[(2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1)]"
"[2, 5, 10]",1755016099,"[0, 5, 7]","[0, 5, 7]",3,12,7.5,2.872,5,"[(3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1)]"
"[2, 5, 10]",1755016100,"[0, 5, 8]","[0, 5, 8]",4,13,8.5,2.872,4,"[(4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1)]"
"[2, 5, 10]",1755016101,"[0, 5, 9]","[0, 5, 9]",5,14,9.5,2.872,3,"[(5, 1), (6, 1), (7, 1), (8, 1), (9, 1), (10, 1), (11, 1), (12, 1), (13, 1), (14, 1)]"
"[2, 5, 10]",1755016102,"[0, 5, 10]","[0, 5, 10]",0,9,4.5,2.872,8,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (6, 1), (7, 1), (8, 1), (9, 1)]"
