periods,seeds,read_offsets,write_offsets,min,max,mean,std,diff,"(latency, count)"
"[5, 3, 6]",1755016037,"[0, 0, 0]","[0, 0, 0]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016038,"[0, 0, 1]","[0, 0, 1]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016039,"[0, 0, 2]","[0, 0, 2]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016040,"[0, 0, 3]","[0, 0, 3]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016041,"[0, 0, 4]","[0, 0, 4]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016042,"[0, 0, 5]","[0, 0, 5]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016043,"[0, 0, 6]","[0, 0, 6]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016044,"[0, 1, 0]","[0, 1, 0]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016045,"[0, 1, 1]","[0, 1, 1]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016046,"[0, 1, 2]","[0, 1, 2]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016047,"[0, 1, 3]","[0, 1, 3]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016048,"[0, 1, 4]","[0, 1, 4]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016049,"[0, 1, 5]","[0, 1, 5]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016050,"[0, 1, 6]","[0, 1, 6]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016051,"[0, 2, 0]","[0, 2, 0]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016052,"[0, 2, 1]","[0, 2, 1]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016053,"[0, 2, 2]","[0, 2, 2]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016054,"[0, 2, 3]","[0, 2, 3]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016055,"[0, 2, 4]","[0, 2, 4]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016056,"[0, 2, 5]","[0, 2, 5]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016057,"[0, 2, 6]","[0, 2, 6]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016058,"[0, 3, 0]","[0, 3, 0]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016059,"[0, 3, 1]","[0, 3, 1]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016060,"[0, 3, 2]","[0, 3, 2]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016061,"[0, 3, 3]","[0, 3, 3]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
"[5, 3, 6]",1755016062,"[0, 3, 4]","[0, 3, 4]",1,10,5.5,2.217,4,"[(1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1)]"
"[5, 3, 6]",1755016063,"[0, 3, 5]","[0, 3, 5]",2,11,6.5,2.217,3,"[(2, 1), (3, 2), (4, 3), (5, 4), (6, 5), (7, 5), (8, 4), (9, 3), (10, 2), (11, 1)]"
"[5, 3, 6]",1755016064,"[0, 3, 6]","[0, 3, 6]",0,9,4.5,2.217,5,"[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 5), (6, 4), (7, 3), (8, 2), (9, 1)]"
