n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
5,"[1, 10, 10, 50, 10]",19,250000,2.165459,8.661836e-06,49.000,"[0, 0, 0, 0, 0]",76.000,"[0, 0, 9, 8, 7]"
6,"[20, 100, 1000, 2, 2, 1000]",19,2400000000,479575.700315,1.998232e-04,999.000,"[0, 0, 0, 0, 0, 0]",2118.000,"[0, 19, 18, 1, 0, 19]"
7,"[10, 50, 5, 1, 200, 10, 10]",19,35000000,7423.250971,2.120929e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",279.000,"[0, 9, 3, 0, 12, 1, 0]"
8,"[5, 50, 1, 20, 500, 10, 1, 2]",19,80000000,11868.154983,1.483519e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",581.000,"[0, 4, 0, 3, 22, 1, 0, 0]"
9,"[10, 1, 10, 1, 5, 1000, 1, 20, 200]",19,1800000000,287987.795495,1.599932e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1239.000,"[0, 0, 9, 0, 3, 2, 0, 1, 20]"
10,"[5, 2, 5, 2, 10, 10, 200, 500, 5, 1]",19,10000000000,371406.719901,3.714067e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",730.000,"[0, 0, 0, 1, 0, 9, 8, 7, 1, 0]"
3,"[5, 1000, 10]",20,30000,296.773413,9.892447e-03,999.000,"[0, 0, 0]",1012.000,"[0, 4, 3]"
4,"[1, 5, 10, 10]",20,2000,0.000719,3.595000e-07,9.000,"[0, 0, 0, 0]",22.000,"[0, 0, 4, 3]"
5,"[20, 50, 10, 1000, 20]",20,50000000,54825.475233,1.096510e-03,999.000,"[0, 0, 0, 0, 0]",1095.000,"[0, 9, 8, 17, 16]"
6,"[500, 500, 20, 50, 5, 2]",20,30000000,237259.550534,7.908652e-03,499.000,"[0, 0, 0, 0, 0, 0]",1071.000,"[0, 499, 18, 17, 1, 0]"
7,"[5, 2, 1, 5, 1, 20, 5]",20,7000,0.062799,8.971286e-06,19.000,"[0, 0, 0, 0, 0, 0, 0]",32.000,"[0, 0, 0, 0, 0, 9, 3]"
8,"[10, 200, 5, 1000, 1, 2, 10, 2]",20,320000000,97901.692854,3.059428e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1222.000,"[0, 9, 3, 12, 0, 1, 2, 1]"
9,"[200, 5, 20, 1, 2, 10, 2, 50, 5]",20,9000000,27848.475054,3.094275e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",286.000,"[0, 4, 3, 0, 0, 3, 0, 33, 2]"
10,"[2, 100, 5, 500, 20, 1, 5, 2, 20, 1]",20,10000000000,218978.496816,2.189785e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",646.000,"[0, 1, 0, 4, 3, 0, 2, 0, 7, 0]"
3,"[100, 5, 10]",21,150,391.384978,2.609233e+00,99.000,"[0, 0, 0]",112.000,"[0, 4, 3]"
4,"[1, 50, 10, 200]",21,400000,8.185083,2.046271e-05,199.000,"[0, 0, 0, 0]",257.000,"[0, 0, 9, 8]"
5,"[20, 500, 20, 10, 20]",21,10000000,8877.271475,8.877271e-04,499.000,"[0, 0, 0, 0, 0]",565.000,"[0, 19, 18, 7, 6]"
6,"[20, 2, 200, 500, 2, 10]",21,24000000,16179.795879,6.741582e-04,599.000,"[0, 0, 0, 0, 0, 0]",728.000,"[0, 1, 0, 99, 0, 9]"
7,"[1, 1, 10, 20, 1, 1, 1]",21,1400,0.000204,1.457143e-07,19.000,"[0, 0, 0, 0, 0, 0, 0]",28.000,"[0, 0, 0, 9, 0, 0, 0]"
8,"[100, 200, 2, 5, 10, 1, 1, 50]",21,8000000,14356.212449,1.794527e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",361.000,"[0, 99, 0, 4, 3, 0, 0, 12]"
9,"[20, 1, 2, 10, 2, 5, 20, 500, 200]",21,3600000000,454553.359418,1.262648e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",751.000,"[0, 0, 1, 0, 1, 0, 14, 13, 12]"
10,"[1, 50, 2, 20, 1, 5, 5, 50, 500, 1]",21,12500000000,168106.222017,1.344850e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",625.000,"[0, 0, 1, 0, 0, 4, 3, 27, 76, 0]"
3,"[1, 50, 10]",22,1500,0.000314,2.093333e-07,49.000,"[0, 0, 0]",58.000,"[0, 0, 9]"
4,"[20, 500, 20, 2]",22,80000,242.749140,3.034364e-03,499.000,"[0, 0, 0, 0]",538.000,"[0, 19, 18, 1]"
5,"[500, 2, 20, 200, 50]",22,2000000,35683.510770,1.784176e-02,599.000,"[0, 0, 0, 0, 0]",767.000,"[0, 1, 0, 19, 18]"
6,"[5, 10, 20, 10, 10, 200]",22,24000000,3137.023165,1.307093e-04,199.000,"[0, 0, 0, 0, 0, 0]",249.000,"[0, 4, 3, 2, 1, 0]"
7,"[100, 100, 50, 1, 100, 2, 5]",22,35000000,45611.182096,1.303177e-03,99.000,"[0, 0, 0, 0, 0, 0, 0]",351.000,"[0, 99, 48, 0, 47, 0, 2]"
8,"[1, 1000, 50, 1, 20, 2, 10, 10]",22,1600000000,56091.109315,3.505694e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1086.000,"[0, 0, 49, 0, 8, 1, 8, 7]"
9,"[50, 1, 20, 2, 5, 2, 5, 1000, 50]",22,900000000,454439.986987,5.049333e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1126.000,"[0, 0, 9, 0, 4, 1, 4, 78, 27]"
10,"[20, 200, 50, 5, 50, 1, 2, 1, 10, 1]",22,500000000,104953.657944,2.099073e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",330.000,"[0, 19, 18, 2, 21, 0, 0, 0, 1, 0]"
3,"[1, 200, 500]",23,300000,9.036421,3.012140e-05,599.000,"[0, 0, 0]",698.000,"[0, 0, 99]"
4,"[20, 1, 20, 50]",23,4000,79.327527,1.983188e-02,59.000,"[0, 0, 0, 0]",87.000,"[0, 0, 19, 8]"
5,"[500, 10, 20, 2, 100]",23,200000,4617.775402,2.308888e-02,499.000,"[0, 0, 0, 0, 0]",627.000,"[0, 9, 8, 1, 28]"
6,"[20, 50, 5, 5, 100, 500]",23,375000000,155117.097026,4.136456e-04,499.000,"[0, 0, 0, 0, 0, 0]",674.000,"[0, 9, 3, 2, 16, 15]"
7,"[5, 1, 2, 20, 100, 50, 50]",23,70000000,6067.194060,8.667420e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",221.000,"[0, 0, 0, 5, 4, 3, 2]"
8,"[1, 5, 100, 20, 50, 5, 1, 1]",23,20000000,510.299928,2.551500e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",175.000,"[0, 0, 4, 3, 22, 1, 0, 0]"
9,"[20, 1, 2, 10, 500, 1, 2, 20, 20]",23,72000000,34068.439585,4.731728e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",567.000,"[0, 0, 1, 0, 9, 0, 0, 9, 8]"
10,"[50, 5, 100, 500, 2, 2, 1, 2, 2, 5]",23,200000000,138602.744182,6.930137e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",659.000,"[0, 4, 3, 2, 1, 0, 0, 1, 0, 0]"
3,"[20, 100, 500]",24,150000,456.800560,3.045337e-03,499.000,"[0, 0, 0]",617.000,"[0, 19, 18]"
4,"[500, 10, 500, 1000]",24,20000000,310370.404824,1.551852e-02,999.000,"[0, 0, 0, 0]",2006.000,"[0, 9, 8, 7]"
5,"[5, 100, 1000, 50, 1]",24,25000000,9183.733425,3.673493e-04,999.000,"[0, 0, 0, 0, 0]",1151.000,"[0, 4, 3, 2, 0]"
6,"[50, 10, 200, 50, 20, 20]",24,240000000,153383.455589,6.390977e-04,199.000,"[0, 0, 0, 0, 0, 0]",344.000,"[0, 9, 8, 7, 16, 15]"
7,"[1, 5, 50, 5, 200, 500, 5]",24,4375000000,92314.186893,2.110039e-05,599.000,"[0, 0, 0, 0, 0, 0, 0]",759.000,"[0, 0, 4, 3, 7, 6, 0]"
8,"[20, 1, 20, 5, 1, 200, 100, 20]",24,320000000,83269.985444,2.602187e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",359.000,"[0, 0, 19, 3, 0, 2, 1, 0]"
9,"[20, 2, 20, 1, 500, 2, 200, 10, 2]",24,1440000000,292010.871488,2.027853e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",748.000,"[0, 1, 0, 0, 19, 0, 19, 8, 1]"
10,"[1, 1, 5, 200, 1, 1, 50, 2, 200, 20]",24,4000000000,51085.508346,1.277138e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",471.000,"[0, 0, 0, 4, 0, 0, 3, 0, 53, 12]"
3,"[20, 1000, 500]",25,1500000,3858.388696,2.572259e-03,999.000,"[0, 0, 0]",1517.000,"[0, 19, 18]"
4,"[500, 2, 1000, 10]",25,80000,3949.689422,4.937112e-02,999.000,"[0, 0, 0, 0]",1508.000,"[0, 1, 0, 9]"
5,"[5, 500, 1000, 10, 2]",25,50000000,17422.339359,3.484468e-04,999.000,"[0, 0, 0, 0, 0]",1512.000,"[0, 4, 3, 2, 1]"
6,"[1, 1000, 500, 1000, 5, 1]",25,15000000000,315165.414581,2.101103e-05,999.000,"[0, 0, 0, 0, 0, 0]",2501.000,"[0, 0, 499, 498, 2, 0]"
7,"[100, 100, 20, 1, 2, 5, 200]",25,28000000,46919.886563,1.675710e-03,199.000,"[0, 0, 0, 0, 0, 0, 0]",421.000,"[0, 99, 18, 0, 1, 3, 22]"
8,"[1000, 5, 2, 10, 20, 10, 1, 50]",25,8000000,191004.943386,2.387562e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1090.000,"[0, 4, 1, 4, 13, 2, 0, 41]"
9,"[10, 2, 200, 500, 10, 2, 5, 50, 1]",25,9000000000,468515.978253,5.205733e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",771.000,"[0, 1, 0, 99, 8, 1, 3, 12, 0]"
10,"[200, 20, 1, 20, 1, 2, 1, 500, 1, 20]",25,80000000,190735.293412,2.384191e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",756.000,"[0, 19, 0, 18, 0, 1, 0, 38, 0, 17]"
3,"[500, 2, 1000]",26,6000,595.378151,9.922969e-02,999.000,"[0, 0, 0]",1499.000,"[0, 1, 0]"
4,"[5, 20, 1000, 200]",26,16000000,7326.816422,4.579260e-04,999.000,"[0, 0, 0, 0]",1221.000,"[0, 4, 3, 2]"
5,"[100, 2, 1000, 200, 5]",26,10000000,56452.765189,5.645277e-03,999.000,"[0, 0, 0, 0, 0]",1302.000,"[0, 1, 0, 199, 3]"
6,"[1, 20, 1, 20, 1, 2]",26,4800,0.000477,9.937500e-08,19.000,"[0, 0, 0, 0, 0, 0]",39.000,"[0, 0, 0, 19, 0, 0]"
7,"[20, 5, 2, 100, 10, 5, 1000]",26,350000000,187591.795102,5.359766e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1135.000,"[0, 4, 1, 4, 3, 2, 16]"
8,"[500, 1, 200, 100, 2, 20, 10, 2]",26,128000000,451312.361270,3.525878e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",827.000,"[0, 0, 99, 98, 1, 18, 7, 0]"
9,"[200, 1, 10, 1, 1, 500, 1000, 1, 1]",26,45000000,193905.493731,4.309011e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1706.000,"[0, 0, 9, 0, 0, 8, 507, 0, 0]"
10,"[1, 1000, 1, 1, 20, 2, 1, 50, 10, 2]",26,400000000,13402.222097,3.350556e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1078.000,"[0, 0, 0, 0, 19, 0, 0, 19, 8, 1]"
3,"[500, 20, 1000]",27,60000,3995.219476,6.658699e-02,999.000,"[0, 0, 0]",1517.000,"[0, 19, 18]"
4,"[5, 200, 1000, 50]",27,40000000,16732.878535,4.183220e-04,999.000,"[0, 0, 0, 0]",1251.000,"[0, 4, 3, 2]"
5,"[100, 1, 1, 2, 10]",27,100,0.001014,1.014000e-05,99.000,"[0, 0, 0, 0, 0]",109.000,"[0, 0, 0, 1, 0]"
6,"[1, 200, 1, 500, 2, 100]",27,120000000,4638.868251,3.865724e-05,599.000,"[0, 0, 0, 0, 0, 0]",798.000,"[0, 0, 0, 99, 0, 99]"
7,"[20, 1, 2, 20, 10, 100, 50]",27,14000000,5341.347186,3.815248e-04,99.000,"[0, 0, 0, 0, 0, 0, 0]",196.000,"[0, 0, 1, 0, 9, 8, 7]"
8,"[500, 10, 2, 1, 2, 100, 1, 5]",27,160000,2254.342001,1.408964e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",613.000,"[0, 9, 0, 0, 1, 10, 0, 4]"
9,"[20, 10, 100, 1, 1, 1, 20, 5, 1]",27,900000,614.733923,6.830377e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",150.000,"[0, 9, 8, 0, 0, 0, 7, 1, 0]"
10,"[10, 2, 2, 1, 5, 5, 2, 20, 5, 2]",27,400000,362.122263,9.053057e-04,19.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44.000,"[0, 1, 0, 0, 1, 0, 1, 0, 4, 1]"
3,"[5, 100, 10]",28,3000,24.734314,8.244771e-03,99.000,"[0, 0, 0]",112.000,"[0, 4, 3]"
4,"[100, 1000, 1, 1000]",28,4000000,31851.352232,7.962838e-03,999.000,"[0, 0, 0, 0]",2097.000,"[0, 99, 0, 98]"
5,"[1, 5, 1, 50, 10]",28,12500,3.399783,2.719826e-04,49.000,"[0, 0, 0, 0, 0]",62.000,"[0, 0, 0, 4, 3]"
6,"[20, 50, 2, 5, 50, 200]",28,30000000,13728.800689,4.576267e-04,199.000,"[0, 0, 0, 0, 0, 0]",321.000,"[0, 9, 0, 4, 13, 62]"
7,"[5, 20, 10, 1, 2, 10, 2]",28,56000,36.386729,6.497630e-04,19.000,"[0, 0, 0, 0, 0, 0, 0]",43.000,"[0, 4, 3, 0, 0, 3, 0]"
8,"[5, 50, 2, 20, 5, 2, 10, 1000]",28,1600000000,184726.983304,1.154544e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1086.000,"[0, 4, 1, 4, 3, 1, 8, 37]"
9,"[1, 2, 20, 1, 5, 2, 50, 10, 5]",28,9000000,373.479658,4.149774e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",87.000,"[0, 0, 1, 0, 0, 0, 5, 4, 3]"
10,"[20, 1, 20, 2, 100, 2, 2, 1, 500, 2]",28,160000000,61142.412803,3.821401e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",640.000,"[0, 0, 19, 0, 19, 0, 1, 0, 20, 1]"
3,"[5, 1000, 20]",29,60000,285.134295,4.752238e-03,999.000,"[0, 0, 0]",1022.000,"[0, 4, 3]"
4,"[100, 5, 20, 10]",29,4000,357.132210,8.928305e-02,99.000,"[0, 0, 0, 0]",131.000,"[0, 4, 3, 2]"
5,"[1, 50, 20, 1, 500]",29,2500000,439.326729,1.757307e-04,499.000,"[0, 0, 0, 0, 0]",567.000,"[0, 0, 9, 0, 68]"
6,"[1, 500, 20, 100, 1, 1]",29,6000000,461.659726,7.694329e-05,499.000,"[0, 0, 0, 0, 0, 0]",617.000,"[0, 0, 19, 18, 0, 0]"
7,"[5, 50, 2, 5, 20, 5, 50]",29,17500000,1476.225272,8.435573e-05,59.000,"[0, 0, 0, 0, 0, 0, 10]",130.000,"[0, 4, 1, 4, 8, 2, 31]"
8,"[20, 5, 20, 10, 50, 5, 5, 10]",29,100000000,22811.211704,2.281121e-04,59.000,"[0, 0, 0, 0, 0, 0, 0, 0]",117.000,"[0, 4, 3, 2, 1, 0, 4, 8]"
9,"[1, 2, 5, 1000, 2, 100, 2, 20, 10]",29,7200000000,161256.928036,2.239680e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1133.000,"[0, 0, 0, 9, 0, 9, 0, 9, 8]"
10,"[10, 100, 1, 20, 1, 1, 10, 5, 1000, 5]",29,5000000000,458613.910628,9.172278e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1143.000,"[0, 9, 0, 8, 0, 0, 7, 1, 40, 4]"
3,"[100, 5, 20]",30,300,0.126101,4.203367e-04,99.000,"[0, 0, 0]",122.000,"[0, 4, 3]"
4,"[1, 50, 20, 200]",30,800000,429.510692,5.368884e-04,199.000,"[0, 0, 0, 0]",267.000,"[0, 0, 9, 68]"
5,"[20, 500, 50, 20, 1000]",30,2500000000,493161.890204,1.972648e-04,999.000,"[0, 0, 0, 0, 0]",1585.000,"[0, 19, 18, 7, 86]"
6,"[500, 2, 50, 1, 200, 20]",30,2400000,36675.021908,1.528126e-02,599.000,"[0, 0, 0, 0, 0, 0]",767.000,"[0, 1, 0, 0, 49, 8]"
7,"[5, 20, 5, 1, 50, 20, 500]",30,350000000,46825.042787,1.337858e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",594.000,"[0, 4, 3, 0, 7, 16, 75]"
8,"[20, 10, 100, 50, 5, 5, 2, 1]",30,20000000,6892.857835,3.446429e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",185.000,"[0, 9, 8, 7, 1, 0, 0, 0]"
9,"[10, 2, 20, 1, 50, 2, 10, 50, 1]",30,18000000,2621.181479,1.456212e-04,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",137.000,"[0, 1, 0, 0, 9, 0, 9, 18, 0]"
10,"[20, 5, 20, 5, 2, 5, 5, 2, 1, 500]",30,250000000,84792.852223,3.391714e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",555.000,"[0, 4, 3, 2, 0, 2, 1, 1, 0, 16]"
3,"[1, 20, 20]",31,1200,0.000242,2.016667e-07,19.000,"[0, 0, 0]",38.000,"[0, 0, 19]"
4,"[20, 200, 50, 2]",31,80000,435.984925,5.449812e-03,199.000,"[0, 0, 0, 0]",268.000,"[0, 19, 18, 1]"
5,"[100, 50, 20, 5, 50]",31,1250000,2709.691264,2.167753e-03,99.000,"[0, 0, 0, 0, 0]",220.000,"[0, 49, 8, 2, 21]"
6,"[1, 100, 1, 20, 100, 100]",31,120000000,2328.137149,1.940114e-05,99.000,"[0, 0, 0, 0, 0, 0]",316.000,"[0, 0, 0, 19, 18, 17]"
7,"[2, 20, 10, 2, 1, 50, 1]",31,140000,70.227647,5.016260e-04,59.000,"[0, 0, 0, 0, 0, 0, 0]",79.000,"[0, 1, 0, 1, 0, 0, 0]"
8,"[1, 1, 5, 20, 100, 5, 5, 200]",31,400000000,7927.862355,1.981966e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",329.000,"[0, 0, 0, 4, 3, 2, 1, 10]"
9,"[20, 2, 500, 20, 1, 1, 5, 2, 20]",31,36000000,18893.902944,5.248306e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",562.000,"[0, 1, 0, 19, 0, 0, 3, 0, 3]"
10,"[20, 500, 5, 20, 1, 1, 10, 2, 2, 200]",31,4000000000,456096.633191,1.140242e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",751.000,"[0, 19, 3, 2, 0, 0, 1, 0, 1, 52]"
3,"[1, 200, 50]",32,30000,0.127783,4.259433e-06,199.000,"[0, 0, 0]",248.000,"[0, 0, 49]"
4,"[20, 1, 50, 50]",32,10000,66.426329,6.642633e-03,59.000,"[0, 0, 0, 0]",117.000,"[0, 0, 9, 8]"
5,"[500, 10, 100, 5, 1]",32,25000,653.130800,2.612523e-02,499.000,"[0, 0, 0, 0, 0]",611.000,"[0, 9, 8, 2, 0]"
6,"[5, 100, 100, 5, 500, 2]",32,300000000,41102.116267,1.370071e-04,499.000,"[0, 0, 0, 0, 0, 0]",706.000,"[0, 4, 3, 2, 6, 1]"
7,"[1, 10, 10, 50, 100, 10, 500]",32,17500000000,239573.113933,1.368989e-05,499.000,"[0, 0, 0, 0, 0, 0, 0]",674.000,"[0, 0, 9, 8, 7, 6, 15]"
8,"[2, 2, 5, 200, 50, 20, 1000, 2]",32,32000000000,483713.205868,1.511604e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1273.000,"[0, 1, 0, 4, 3, 12, 71, 0]"
9,"[100, 1, 20, 5, 2, 2, 20, 50, 10]",32,36000000,43611.833387,1.211440e-03,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",201.000,"[0, 0, 19, 3, 0, 1, 4, 43, 2]"
10,"[10, 1, 1, 2, 200, 5, 500, 5, 1, 20]",32,1000000000,143252.494491,1.432525e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",735.000,"[0, 0, 0, 1, 0, 4, 3, 2, 0, 6]"
3,"[20, 1, 1000]",33,3000,161.325053,5.377502e-02,999.000,"[0, 0, 0]",1018.000,"[0, 0, 19]"
4,"[500, 10, 100, 1000]",33,4000000,110166.037085,2.754151e-02,999.000,"[0, 0, 0, 0]",1606.000,"[0, 9, 8, 107]"
5,"[5, 100, 100, 1, 2]",33,100000,17.059336,1.705934e-04,99.000,"[0, 0, 0, 0, 0]",203.000,"[0, 4, 3, 0, 0]"
6,"[1, 1, 100, 200, 5, 2]",33,1200000,327.247979,2.727066e-04,199.000,"[0, 0, 0, 0, 0, 0]",303.000,"[0, 0, 0, 99, 3, 0]"
7,"[1, 2, 200, 5, 2, 100, 2]",33,5600000,432.219988,7.718214e-05,199.000,"[0, 0, 0, 0, 0, 0, 0]",305.000,"[0, 0, 1, 0, 0, 5, 0]"
8,"[2, 2, 200, 1, 5, 1, 10, 20]",33,3200000,398.643139,1.245760e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",233.000,"[0, 1, 0, 0, 4, 0, 3, 12]"
9,"[5, 2, 500, 1, 10, 1, 1000, 10, 1]",33,900000000,115660.079128,1.285112e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1521.000,"[0, 0, 5, 0, 4, 0, 13, 2, 0]"
10,"[1, 1, 20, 5, 2, 5, 2, 2, 1, 5]",33,200000,187.449398,9.372470e-04,19.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",34.000,"[0, 0, 0, 4, 1, 4, 0, 1, 0, 0]"
3,"[20, 5, 1000]",34,15000,266.788901,1.778593e-02,999.000,"[0, 0, 0]",1022.000,"[0, 4, 3]"
4,"[500, 50, 1, 500]",34,100000,3151.673303,3.151673e-02,499.000,"[0, 0, 0, 0]",1047.000,"[0, 49, 0, 48]"
5,"[5, 500, 1, 20, 50]",34,2500000,700.680540,2.802722e-04,499.000,"[0, 0, 0, 0, 0]",571.000,"[0, 4, 0, 3, 22]"
6,"[100, 2, 200, 1, 20, 200]",34,9600000,20344.449064,2.119213e-03,199.000,"[0, 0, 0, 0, 0, 0]",517.000,"[0, 1, 0, 0, 19, 18]"
7,"[50, 10, 100, 1, 2, 2, 1000]",34,28000000,56929.647508,2.033202e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1158.000,"[0, 9, 8, 0, 1, 0, 9]"
8,"[50, 200, 200, 10, 1, 2, 10, 5]",34,320000000,165336.849044,5.166777e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",470.000,"[0, 49, 48, 7, 0, 0, 7, 1]"
9,"[20, 5, 20, 1, 5, 5, 2, 200, 5]",34,45000000,15728.627485,3.495251e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",254.000,"[0, 4, 3, 0, 2, 1, 0, 11, 0]"
10,"[10, 2, 1, 100, 10, 200, 50, 2, 1, 5]",34,2000000000,173034.363994,8.651718e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",371.000,"[0, 1, 0, 0, 9, 8, 7, 0, 0, 2]"
3,"[500, 2, 1]",35,6,0.000752,1.253333e-04,499.000,"[0, 0, 0]",500.000,"[0, 1, 0]"
4,"[5, 500, 1, 5]",35,10000,49.769777,4.976978e-03,499.000,"[0, 0, 0, 0]",507.000,"[0, 4, 0, 3]"
5,"[100, 2, 2, 500, 100]",35,1000000,4675.235890,4.675236e-03,499.000,"[0, 0, 0, 0, 0]",699.000,"[0, 1, 0, 1, 0]"
6,"[2, 20, 2, 20, 20, 1000]",35,96000000,12233.310700,1.274303e-04,999.000,"[0, 0, 0, 0, 0, 0]",1058.000,"[0, 1, 0, 1, 0, 19]"
7,"[50, 200, 200, 1, 5, 10, 2]",35,28000000,24975.224235,8.919723e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",461.000,"[0, 49, 48, 0, 2, 1, 0]"
8,"[2, 20, 20, 5, 2, 10, 1000, 5]",35,1600000000,94815.645333,5.925978e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1056.000,"[0, 1, 0, 4, 1, 4, 13, 2]"
9,"[10, 2, 5, 50, 10, 10, 2, 1, 20]",35,18000000,2491.291652,1.384051e-04,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",101.000,"[0, 1, 0, 4, 3, 2, 1, 0, 2]"
10,"[1, 10, 20, 10, 5, 1, 1, 1, 1, 5]",35,500000,178.726562,3.574531e-04,19.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",45.000,"[0, 0, 9, 8, 2, 0, 0, 0, 0, 1]"
3,"[500, 20, 1]",36,60,7.766398,1.294400e-01,499.000,"[0, 0, 0]",518.000,"[0, 19, 0]"
4,"[5, 200, 2, 100]",36,160000,286.925263,1.793283e-03,199.000,"[0, 0, 0, 0]",303.000,"[0, 4, 1, 4]"
5,"[100, 10, 2, 5, 200]",36,100000,517.477350,5.174774e-03,199.000,"[0, 0, 0, 0, 0]",312.000,"[0, 9, 0, 4, 13]"
6,"[2, 100, 2, 500, 50, 20]",36,600000000,34910.834823,5.818472e-05,499.000,"[0, 0, 0, 0, 0, 0]",668.000,"[0, 1, 0, 1, 0, 9]"
7,"[1, 500, 200, 50, 1, 1, 10]",36,350000000,11709.639984,3.345611e-05,599.000,"[0, 0, 0, 0, 0, 0, 0]",756.000,"[0, 0, 99, 48, 0, 0, 7]"
8,"[500, 5, 10, 200, 10, 5, 2, 5]",36,40000000,253950.219968,6.348755e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",729.000,"[0, 4, 3, 12, 1, 0, 0, 0]"
9,"[2, 10, 50, 5, 100, 20, 50, 1, 1]",36,2250000000,53111.867408,2.360527e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",230.000,"[0, 1, 0, 4, 3, 2, 21, 0, 0]"
10,"[2, 5, 100, 1, 200, 1, 100, 5, 2, 2]",36,2000000000,51018.476445,2.550924e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",408.000,"[0, 0, 9, 0, 8, 0, 7, 1, 0, 1]"
3,"[5, 100, 2]",37,600,0.000300,5.000000e-07,99.000,"[0, 0, 0]",104.000,"[0, 4, 1]"
4,"[100, 1000, 2, 1]",37,8000,282.228644,3.527858e-02,999.000,"[0, 0, 0, 0]",1099.000,"[0, 99, 0, 0]"
5,"[2, 100, 2, 100, 200]",37,20000000,1364.164288,6.820821e-05,199.000,"[0, 0, 0, 0, 0]",399.000,"[0, 1, 0, 1, 0]"
6,"[50, 1000, 5, 5, 100, 50]",37,750000000,468634.648459,6.248462e-04,999.000,"[0, 0, 0, 0, 0, 0]",1204.000,"[0, 49, 3, 2, 56, 5]"
