n,periods,seed,C,R,R/C,min_latency (LZ-),min_offsets,max_latency (LZ+),max_offsets
5,"[5, 1, 200, 1, 50]",37,50000,4.507746,9.015492e-05,199.000,"[0, 0, 0, 0, 0]",252.000,"[0, 0, 4, 0, 3]"
6,"[100, 10, 20, 200, 20, 5]",37,24000000,54203.950895,2.258498e-03,199.000,"[0, 0, 0, 0, 0, 0]",349.000,"[0, 9, 8, 27, 6, 0]"
7,"[2, 100, 20, 10, 100, 2, 50]",37,1400000000,43185.410552,3.084672e-05,99.000,"[0, 0, 0, 0, 0, 0, 0]",277.000,"[0, 1, 0, 9, 28, 1, 28]"
8,"[1, 100, 500, 2, 10, 200, 50, 1]",37,80000000000,1030743.044982,1.288429e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",856.000,"[0, 0, 99, 0, 9, 8, 7, 0]"
9,"[200, 20, 2, 2, 50, 10, 5, 10, 5]",37,90000000,234262.186118,2.602913e-03,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",295.000,"[0, 19, 0, 1, 20, 9, 3, 2, 1]"
10,"[100, 5, 20, 5, 1, 1000, 2, 5, 2, 1]",37,100000000,287137.680230,2.871377e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1131.000,"[0, 4, 3, 2, 0, 26, 1, 1, 0, 0]"
3,"[20, 10, 200]",38,6000,142.548331,2.375806e-02,199.000,"[0, 0, 0]",227.000,"[0, 9, 8]"
4,"[500, 1, 200, 500]",38,400000,13192.734224,3.298184e-02,599.000,"[0, 0, 0, 100]",1197.000,"[0, 0, 99, 198]"
5,"[5, 10, 500, 20, 100]",38,50000000,11061.649589,2.212330e-04,499.000,"[0, 0, 0, 0, 0]",630.000,"[0, 4, 3, 2, 21]"
6,"[200, 2, 1, 500, 5, 200]",38,6000000,42888.852688,7.148142e-03,599.000,"[0, 0, 0, 0, 0, 0]",902.000,"[0, 1, 0, 0, 4, 103]"
7,"[10, 10, 1, 1000, 100, 100, 50]",38,35000000000,2776362.201405,7.932463e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1264.000,"[0, 9, 0, 8, 7, 6, 5]"
8,"[2, 5, 500, 100, 1, 20, 50, 5]",38,10000000000,366322.379829,3.663224e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",675.000,"[0, 0, 9, 8, 0, 7, 26, 0]"
9,"[1, 2, 2, 10, 20, 50, 100, 1000, 10]",38,360000000000,2670756.297702,7.418767e-06,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1186.000,"[0, 0, 1, 0, 9, 8, 57, 56, 5]"
10,"[10, 500, 100, 1, 2, 1, 5, 1, 200, 1]",38,1000000000,201605.994160,2.016060e-04,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",811.000,"[0, 9, 8, 0, 1, 0, 3, 0, 12, 0]"
3,"[500, 50, 200]",39,30000,1408.767783,4.695893e-02,599.000,"[0, 0, 0]",747.000,"[0, 49, 48]"
4,"[5, 500, 500, 5]",39,5000000,1524.199301,3.048399e-04,499.000,"[0, 0, 0, 0]",1006.000,"[0, 4, 3, 2]"
5,"[100, 50, 500, 500, 2]",39,125000000,360461.567366,2.883693e-03,499.000,"[0, 0, 0, 0, 0]",1147.000,"[0, 49, 48, 47, 0]"
6,"[20, 500, 100, 5, 10, 1]",39,15000000,12514.913533,8.343276e-04,499.000,"[0, 0, 0, 0, 0, 0]",630.000,"[0, 19, 18, 2, 1, 0]"
7,"[50, 20, 200, 2, 200, 1, 10]",39,112000000,102608.933782,9.161512e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",476.000,"[0, 9, 68, 1, 68, 0, 7]"
8,"[50, 2, 10, 100, 5, 1, 5, 1]",39,400000,483.434266,1.208586e-03,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",166.000,"[0, 1, 0, 9, 3, 0, 2, 0]"
9,"[10, 5, 1, 5, 2, 5, 500, 10, 1]",39,11250000,3655.127825,3.249003e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",530.000,"[0, 4, 0, 3, 1, 3, 2, 1, 0]"
10,"[10, 20, 2, 50, 200, 5, 1, 100, 5, 1]",39,10000000000,854445.484539,8.544455e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",384.000,"[0, 9, 0, 9, 58, 2, 0, 61, 0, 0]"
3,"[500, 500, 5]",40,7500,440.508159,5.873442e-02,499.000,"[0, 0, 0]",1002.000,"[0, 499, 3]"
4,"[5, 2, 500, 100]",40,400000,319.528813,7.988220e-04,499.000,"[0, 0, 0, 0]",603.000,"[0, 0, 5, 4]"
5,"[200, 500, 500, 5, 2]",40,12500000,90520.860765,7.241669e-03,599.000,"[0, 0, 0, 0, 0]",1202.000,"[0, 99, 98, 2, 1]"
6,"[2, 2, 1000, 1000, 1, 1]",40,12000000,1792.217644,1.493515e-04,999.000,"[0, 0, 0, 0, 0, 0]",2000.000,"[0, 1, 0, 999, 0, 0]"
7,"[10, 10, 2, 100, 1, 1, 500]",40,7000000,2758.680230,3.940972e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",617.000,"[0, 9, 0, 9, 0, 0, 8]"
8,"[2, 1, 10, 200, 5, 2, 500, 200]",40,16000000000,521790.257036,3.261189e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",912.000,"[0, 0, 1, 0, 4, 1, 4, 103]"
9,"[20, 1, 1, 200, 10, 50, 200, 2, 10]",40,3600000000,691569.677378,1.921027e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",485.000,"[0, 0, 0, 19, 8, 27, 76, 1, 6]"
10,"[1, 20, 5, 50, 10, 20, 20, 20, 1, 1]",40,4000000000,42488.144678,1.062204e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",138.000,"[0, 0, 4, 3, 2, 1, 0, 19, 0, 0]"
3,"[5, 2, 5]",41,30,0.000110,3.666667e-06,5.000,"[0, 0, 1]",9.000,"[0, 0, 0]"
4,"[200, 20, 5, 1]",41,400,2.614716,6.536790e-03,199.000,"[0, 0, 0, 0]",222.000,"[0, 19, 3, 0]"
5,"[2, 200, 1000, 100, 5]",41,500000000,69324.392172,1.386488e-04,999.000,"[0, 0, 0, 0, 0]",1302.000,"[0, 1, 0, 99, 3]"
6,"[50, 20, 1000, 10, 1, 50]",41,60000000,152660.800944,2.544347e-03,999.000,"[0, 0, 0, 0, 0, 0]",1125.000,"[0, 9, 68, 7, 0, 26]"
7,"[1, 1000, 20, 200, 10, 2, 1]",41,560000000,31581.398137,5.639535e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1227.000,"[0, 0, 19, 18, 7, 0, 0]"
8,"[10, 1, 1, 1000, 2, 500, 1, 200]",41,1600000000,444989.422680,2.781184e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1707.000,"[0, 0, 0, 9, 0, 9, 0, 108]"
9,"[500, 5, 2, 1, 10, 20, 5, 5, 2]",41,900000,13554.904144,1.506100e-02,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",541.000,"[0, 4, 1, 0, 4, 13, 2, 1, 0]"
10,"[10, 2, 500, 2, 1, 1000, 20, 1, 10, 2]",41,8000000000,1330068.388090,1.662585e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1538.000,"[0, 1, 0, 1, 0, 0, 19, 0, 8, 1]"
3,"[5, 10, 5]",42,150,0.000304,2.026667e-06,9.000,"[0, 0, 0]",17.000,"[0, 4, 3]"
4,"[200, 100, 10, 20]",42,80000,727.631882,9.095399e-03,199.000,"[0, 0, 0, 0]",326.000,"[0, 99, 8, 7]"
5,"[2, 1000, 10, 2, 10]",42,1000000,336.352286,3.363523e-04,999.000,"[0, 0, 0, 0, 0]",1019.000,"[0, 1, 0, 1, 0]"
6,"[50, 5, 1, 200, 2, 100]",42,1200000,1900.428833,1.583691e-03,199.000,"[0, 0, 0, 0, 0, 0]",352.000,"[0, 4, 0, 3, 0, 3]"
7,"[5, 5, 100, 10, 500, 50, 5]",42,4375000000,455930.014454,1.042126e-04,499.000,"[0, 0, 0, 0, 0, 0, 0]",668.000,"[0, 4, 3, 2, 11, 10, 4]"
8,"[10, 5, 1, 10, 5, 1, 10, 20]",42,400000,137.777715,3.444443e-04,19.000,"[0, 0, 0, 0, 0, 0, 0, 0]",54.000,"[0, 4, 0, 3, 2, 0, 6, 5]"
9,"[1, 10, 50, 1, 500, 10, 1, 20, 500]",42,225000000000,1979644.648398,8.798421e-06,499.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1084.000,"[0, 0, 9, 0, 8, 7, 0, 16, 35]"
10,"[200, 2, 10, 5, 10, 10, 2, 10, 1, 500]",42,1000000000,1806563.466896,1.806563e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",740.000,"[0, 1, 0, 4, 3, 2, 1, 2, 0, 41]"
3,"[200, 100, 10]",43,3000,133.621020,4.454034e-02,199.000,"[0, 0, 0]",307.000,"[0, 99, 8]"
4,"[2, 1000, 10, 500]",43,20000000,4489.491914,2.244746e-04,999.000,"[0, 0, 0, 0]",1508.000,"[0, 1, 0, 9]"
5,"[50, 5, 10, 50, 10]",43,125000,314.889931,2.519119e-03,49.000,"[0, 0, 0, 0, 0]",120.000,"[0, 4, 3, 12, 1]"
6,"[1000, 50, 20, 50, 100, 5]",43,150000000,2337074.050685,1.558049e-02,999.000,"[0, 0, 0, 0, 0, 0]",1219.000,"[0, 49, 8, 17, 16, 0]"
7,"[10, 5, 1, 2, 20, 2, 50]",43,140000,326.317247,2.330837e-03,59.000,"[0, 0, 0, 0, 0, 0, 0]",83.000,"[0, 4, 0, 1, 4, 1, 4]"
8,"[200, 200, 1, 50, 1, 500, 1, 20]",43,800000000,1748728.833206,2.185911e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0]",965.000,"[0, 199, 0, 48, 0, 47, 0, 6]"
9,"[2, 500, 2, 20, 2, 50, 2, 1000, 2]",43,72000000000,1893249.787851,2.629514e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1571.000,"[0, 1, 0, 1, 0, 21, 0, 71, 0]"
10,"[100, 20, 10, 2, 20, 50, 1, 2, 20, 2]",43,320000000,288156.423235,9.004888e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",217.000,"[0, 19, 8, 1, 8, 47, 0, 0, 17, 0]"
3,"[200, 1000, 10]",44,30000,470.771885,1.569240e-02,999.000,"[0, 0, 0]",1207.000,"[0, 199, 8]"
4,"[2, 5, 10, 5]",44,1000,0.000338,3.380000e-07,9.000,"[0, 0, 0, 0]",18.000,"[0, 0, 9, 3]"
5,"[50, 50, 20, 10, 500]",44,25000000,47741.382041,1.909655e-03,499.000,"[0, 0, 0, 0, 0]",625.000,"[0, 49, 8, 7, 76]"
6,"[200, 20, 2, 10, 100, 10]",44,2400000,11916.826540,4.965344e-03,199.000,"[0, 0, 0, 0, 0, 0]",336.000,"[0, 19, 0, 9, 28, 7]"
7,"[2, 50, 5, 10, 2, 1000, 200]",44,7000000000,468674.548369,6.695351e-05,999.000,"[0, 0, 0, 0, 0, 0, 0]",1262.000,"[0, 1, 0, 4, 1, 14, 13]"
8,"[1000, 5, 5, 2, 20, 5, 200, 50]",44,400000000,2765550.838357,6.913877e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1279.000,"[0, 4, 3, 1, 8, 2, 31, 30]"
9,"[2, 100, 200, 1, 20, 2, 20, 10, 2]",44,2880000000,91405.275818,3.173794e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",348.000,"[0, 1, 0, 0, 19, 0, 19, 8, 1]"
10,"[20, 1, 2, 1, 50, 20, 1, 50, 20, 20]",44,400000000,80064.109258,2.001603e-04,69.000,"[0, 0, 0, 0, 0, 0, 0, 10, 10, 10]",175.000,"[0, 0, 1, 0, 0, 9, 0, 18, 17, 16]"
3,"[2, 2, 200]",45,1200,0.000490,4.083333e-07,199.000,"[0, 0, 0]",201.000,"[0, 1, 0]"
4,"[50, 20, 20, 1]",45,1600,30.910317,1.931895e-02,59.000,"[0, 0, 0, 0]",87.000,"[0, 9, 8, 0]"
5,"[1000, 1, 10, 1000, 500]",45,25000000,895437.173802,3.581749e-02,999.000,"[0, 0, 0, 0, 0]",2506.000,"[0, 0, 9, 8, 7]"
6,"[10, 1, 50, 10, 200, 500]",45,300000000,98534.270303,3.284476e-04,599.000,"[0, 0, 0, 0, 0, 0]",765.000,"[0, 0, 9, 8, 17, 16]"
7,"[5, 20, 100, 20, 10, 5, 1]",45,14000000,1507.300413,1.076643e-04,99.000,"[0, 0, 0, 0, 0, 0, 0]",154.000,"[0, 4, 3, 2, 1, 0, 0]"
8,"[1, 50, 500, 20, 1, 1, 2, 1]",45,8000000,326.017464,4.075218e-05,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",568.000,"[0, 0, 49, 8, 0, 0, 1, 0]"
9,"[50, 10, 100, 5, 100, 2, 2, 10, 2]",45,360000000,185742.114136,5.159503e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",272.000,"[0, 9, 8, 2, 11, 0, 1, 2, 1]"
10,"[1, 1, 10, 10, 5, 50, 2, 50, 5, 200]",45,25000000000,297613.528407,1.190454e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",324.000,"[0, 0, 0, 9, 3, 2, 1, 2, 1, 5]"
3,"[2, 20, 500]",46,30000,2.815402,9.384673e-05,499.000,"[0, 0, 0]",519.000,"[0, 1, 0]"
4,"[50, 200, 500, 20]",46,8000000,19726.101323,2.465763e-03,599.000,"[0, 0, 0, 0]",766.000,"[0, 49, 48, 7]"
5,"[10, 1, 50, 2, 1]",46,500,0.000506,1.012000e-06,49.000,"[0, 0, 0, 0, 0]",59.000,"[0, 0, 9, 0, 0]"
6,"[200, 10, 50, 200, 500, 1]",46,300000000,1078842.418868,3.596141e-03,599.000,"[0, 0, 0, 0, 0, 0]",955.000,"[0, 9, 8, 57, 56, 0]"
7,"[50, 200, 10, 1000, 10, 5, 10]",46,7000000000,2764895.845887,3.949851e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1278.000,"[0, 49, 8, 57, 6, 0, 9]"
8,"[1000, 20, 200, 10, 5, 2, 5, 5]",46,80000000,1512565.489267,1.890707e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1239.000,"[0, 19, 18, 7, 1, 0, 1, 0]"
9,"[1000, 20, 500, 10, 20, 1, 1, 20, 1]",46,360000000,2671638.729813,7.421219e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1564.000,"[0, 19, 18, 7, 6, 0, 0, 5, 0]"
10,"[10, 5, 2, 10, 50, 5, 1, 5, 100, 10]",46,1250000000,144683.961117,1.157472e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",188.000,"[0, 4, 1, 4, 3, 2, 0, 1, 10, 9]"
3,"[50, 200, 500]",47,300000,1317.757206,4.392524e-03,599.000,"[0, 0, 0]",747.000,"[0, 49, 48]"
4,"[1000, 1, 1000, 500]",47,2000000,147881.360841,7.394068e-02,999.000,"[0, 0, 0, 0]",2497.000,"[0, 0, 999, 498]"
5,"[10, 5, 1000, 50, 1]",47,1250000,1260.091419,1.008073e-03,999.000,"[0, 0, 0, 0, 0]",1061.000,"[0, 4, 3, 2, 0]"
6,"[200, 50, 50, 2, 500, 50]",47,750000000,1817313.803878,2.423085e-03,599.000,"[0, 0, 0, 0, 0, 0]",846.000,"[0, 49, 48, 1, 98, 47]"
7,"[5, 2, 1000, 20, 1000, 5, 1]",47,1400000000,251499.011300,1.796422e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",2026.000,"[0, 0, 5, 4, 23, 2, 0]"
8,"[20, 1, 500, 2, 20, 1, 1, 10]",47,1600000,1229.882532,7.686766e-04,499.000,"[0, 0, 0, 0, 0, 0, 0, 0]",547.000,"[0, 0, 19, 0, 19, 0, 0, 8]"
9,"[50, 1, 1, 200, 5, 2, 50, 50, 2]",47,90000000,72700.493195,8.077833e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",352.000,"[0, 0, 0, 49, 3, 0, 3, 2, 1]"
10,"[20, 1000, 5, 1, 20, 1, 2, 10, 100, 1]",47,2000000000,815991.266560,4.079956e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1150.000,"[0, 19, 3, 0, 2, 0, 1, 2, 51, 0]"
3,"[1000, 50, 500]",48,75000,10230.531880,1.364071e-01,999.000,"[0, 0, 0]",1547.000,"[0, 49, 48]"
4,"[10, 5, 1000, 10]",48,200000,390.364156,1.951821e-03,999.000,"[0, 0, 0, 0]",1021.000,"[0, 4, 3, 2]"
5,"[200, 50, 1000, 1000, 2]",48,500000000,2083942.834892,4.167886e-03,999.000,"[0, 0, 0, 0, 0]",2247.000,"[0, 49, 48, 47, 0]"
6,"[2, 500, 1, 50, 1000, 100]",48,15000000000,859507.450748,5.730050e-05,999.000,"[0, 0, 0, 0, 0, 0]",1647.000,"[0, 1, 0, 0, 49, 48]"
7,"[50, 2, 100, 2, 2, 1, 500]",48,2800000,5306.943997,1.895337e-03,499.000,"[0, 0, 0, 0, 0, 0, 0]",650.000,"[0, 1, 0, 1, 0, 0, 1]"
8,"[1000, 20, 100, 5, 1, 1, 10, 200]",48,160000000,2174320.957693,1.358951e-02,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1329.000,"[0, 19, 18, 2, 0, 0, 1, 130]"
9,"[1, 10, 10, 5, 1, 50, 50, 1, 100]",48,1125000000,16677.006976,1.482401e-05,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",219.000,"[0, 0, 9, 3, 0, 2, 1, 0, 0]"
10,"[1, 20, 50, 20, 2, 10, 10, 1, 2, 50]",48,4000000000,45355.201560,1.133880e-05,69.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 10]",156.000,"[0, 0, 9, 8, 1, 8, 7, 0, 0, 47]"
3,"[1000, 500, 1000]",49,1500000,135352.740426,9.023516e-02,999.000,"[0, 0, 0]",2497.000,"[0, 499, 498]"
4,"[10, 50, 1000, 200]",49,40000000,36897.477611,9.224369e-04,999.000,"[0, 0, 0, 0]",1256.000,"[0, 9, 8, 7]"
5,"[200, 500, 1, 10, 5]",49,125000,1399.982585,1.119986e-02,599.000,"[0, 0, 0, 0, 0]",711.000,"[0, 99, 0, 8, 2]"
6,"[2, 2, 1, 1000, 20, 5]",49,1200000,332.320125,2.769334e-04,999.000,"[0, 0, 0, 0, 0, 0]",1024.000,"[0, 1, 0, 0, 19, 3]"
7,"[50, 20, 1, 1000, 5, 2, 2]",49,2800000,8488.081485,3.031458e-03,999.000,"[0, 0, 0, 0, 0, 0, 0]",1073.000,"[0, 9, 0, 68, 2, 1, 0]"
8,"[50, 2, 20, 2, 2, 10, 10, 1000]",49,128000000,229984.228292,1.796752e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1088.000,"[0, 1, 0, 1, 0, 1, 0, 39]"
9,"[10, 1, 200, 5, 1000, 50, 2, 2, 5]",49,9000000000,1518452.433913,1.687169e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1266.000,"[0, 0, 9, 3, 12, 11, 0, 1, 2]"
10,"[2, 2, 50, 20, 20, 2, 5, 5, 2, 20]",49,800000000,19055.000795,2.381875e-05,59.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",118.000,"[0, 1, 0, 9, 8, 1, 3, 2, 0, 17]"
3,"[10, 1, 10]",50,30,0.000153,5.100000e-06,9.000,"[0, 0, 0]",18.000,"[0, 0, 9]"
4,"[200, 10, 1, 2]",50,80,0.063229,7.903625e-04,199.000,"[0, 0, 0, 0]",209.000,"[0, 9, 0, 0]"
5,"[2, 1, 1, 200, 100]",50,100000,172.122978,1.721230e-03,199.000,"[0, 0, 0, 0, 0]",299.000,"[0, 0, 0, 1, 0]"
6,"[50, 10, 1, 200, 20, 10]",50,2400000,2857.928668,1.190804e-03,199.000,"[0, 0, 0, 0, 0, 0]",285.000,"[0, 9, 0, 8, 7, 6]"
7,"[20, 200, 100, 2, 100, 1, 5]",50,140000000,51647.838516,3.689131e-04,199.000,"[0, 0, 0, 0, 0, 0, 0]",421.000,"[0, 19, 18, 1, 18, 0, 2]"
8,"[10, 1000, 2, 1, 2, 100, 10, 2]",50,64000000,30518.551341,4.768524e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1119.000,"[0, 9, 0, 0, 1, 10, 9, 0]"
9,"[5, 500, 2, 200, 20, 20, 2, 2, 5]",50,14400000000,910962.969942,6.326132e-05,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",747.000,"[0, 4, 1, 4, 3, 2, 1, 0, 3]"
10,"[20, 1000, 1, 50, 1, 2, 20, 5, 20, 10]",50,20000000000,2745304.440567,1.372652e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1119.000,"[0, 19, 0, 18, 0, 1, 8, 2, 11, 0]"
3,"[10, 10, 20]",51,600,0.000639,1.065000e-06,19.000,"[0, 0, 0]",37.000,"[0, 9, 8]"
4,"[200, 100, 20, 50]",51,400000,3228.102420,8.070256e-03,199.000,"[0, 0, 0, 0]",366.000,"[0, 99, 18, 17]"
5,"[2, 1000, 1, 2, 200]",51,2000000,414.206335,2.071032e-04,999.000,"[0, 0, 0, 0, 0]",1200.000,"[0, 1, 0, 0, 1]"
6,"[50, 100, 2, 2, 50, 500]",51,60000000,100213.328757,1.670222e-03,499.000,"[0, 0, 0, 0, 0, 0]",698.000,"[0, 49, 0, 1, 0, 99]"
7,"[2, 100, 100, 5, 50, 2, 500]",51,17500000000,602136.562284,3.440780e-05,499.000,"[0, 0, 0, 0, 0, 0, 0]",752.000,"[0, 1, 0, 4, 3, 0, 53]"
8,"[20, 50, 1, 100, 5, 20, 2, 20]",51,160000000,47523.166890,2.970198e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0]",210.000,"[0, 9, 0, 8, 2, 11, 0, 11]"
9,"[20, 50, 1, 20, 2, 20, 1000, 2, 20]",51,14400000000,2650395.744998,1.840553e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",1126.000,"[0, 9, 0, 8, 1, 8, 47, 0, 7]"
10,"[20, 5, 2, 2, 2, 5, 1, 500, 5, 1000]",51,5000000000,1558055.720934,3.116111e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1532.000,"[0, 4, 1, 0, 1, 1, 0, 10, 4, 13]"
3,"[200, 100, 20]",52,6000,296.315569,4.938593e-02,199.000,"[0, 0, 0]",317.000,"[0, 99, 18]"
4,"[2, 1000, 20, 1000]",52,80000000,15975.861403,1.996983e-04,999.000,"[0, 0, 0, 0]",2018.000,"[0, 1, 0, 19]"
5,"[50, 5, 50, 1000, 500]",52,625000000,1063271.074613,1.701234e-03,999.000,"[0, 0, 0, 0, 0]",1600.000,"[0, 4, 3, 2, 1]"
6,"[1000, 1000, 2, 50, 100, 1]",52,60000000,1482483.742260,2.470806e-02,999.000,"[0, 0, 0, 0, 0, 0]",2147.000,"[0, 999, 0, 49, 48, 0]"
7,"[10, 5, 2, 2, 20, 1000, 500]",52,1400000000,466987.151145,3.335623e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1532.000,"[0, 4, 1, 0, 5, 4, 3]"
8,"[100, 1000, 5, 2, 5, 1, 5, 500]",52,1000000000,1730804.265288,1.730804e-03,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1610.000,"[0, 99, 3, 0, 3, 0, 2, 111]"
9,"[20, 200, 20, 10, 1, 50, 1, 2, 2]",52,72000000,27497.695056,3.819124e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",297.000,"[0, 19, 18, 7, 0, 46, 0, 1, 0]"
10,"[50, 1, 10, 1, 10, 5, 1000, 1, 100, 5]",52,2500000000,1772148.309797,7.088593e-04,999.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1173.000,"[0, 0, 9, 0, 8, 2, 21, 0, 20, 4]"
3,"[200, 500, 20]",53,30000,522.207248,1.740691e-02,599.000,"[0, 0, 0]",717.000,"[0, 99, 18]"
4,"[2, 2, 50, 200]",53,80000,171.624888,2.145311e-03,199.000,"[0, 0, 0, 0]",250.000,"[0, 1, 0, 49]"
5,"[50, 20, 50, 10, 500]",53,25000000,50735.002813,2.029400e-03,499.000,"[0, 0, 0, 0, 0]",625.000,"[0, 9, 18, 7, 26]"
6,"[2, 500, 20, 50, 1, 10]",53,30000000,2581.126033,8.603753e-05,499.000,"[0, 0, 0, 0, 0, 0]",577.000,"[0, 1, 0, 19, 0, 8]"
7,"[10, 20, 5, 100, 1000, 50, 2]",53,7000000000,1504445.224859,2.149207e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1180.000,"[0, 9, 3, 12, 11, 10, 1]"
8,"[10, 10, 2, 20, 10, 1, 200, 1]",53,6400000,1633.707280,2.552668e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0]",246.000,"[0, 9, 0, 9, 8, 0, 17, 0]"
9,"[200, 20, 5, 5, 5, 10, 2, 500, 2]",53,450000000,1117776.921601,2.483949e-03,599.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",740.000,"[0, 19, 3, 2, 1, 0, 1, 40, 1]"
10,"[10, 20, 20, 1, 200, 5, 2, 5, 10, 5]",53,2000000000,250949.227402,1.254746e-04,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",268.000,"[0, 9, 8, 0, 7, 1, 0, 1, 5, 4]"
3,"[2, 2, 50]",54,300,0.000293,9.766667e-07,49.000,"[0, 0, 0]",51.000,"[0, 1, 0]"
4,"[50, 20, 50, 2]",54,8000,106.173745,1.327172e-02,59.000,"[0, 0, 10, 0]",118.000,"[0, 9, 18, 1]"
5,"[200, 1000, 500, 200, 1]",54,500000000,2156899.139119,4.313798e-03,999.000,"[0, 0, 0, 0, 0]",1896.000,"[0, 199, 198, 97, 0]"
6,"[10, 1, 100, 10, 2, 100]",54,1200000,208.809004,1.740075e-04,99.000,"[0, 0, 0, 0, 0, 0]",217.000,"[0, 0, 9, 8, 1, 18]"
7,"[5, 5, 10, 10, 10, 1000, 2]",54,70000000,19687.079469,2.812440e-04,999.000,"[0, 0, 0, 0, 0, 0, 0]",1035.000,"[0, 4, 3, 2, 1, 0, 1]"
8,"[2, 1, 200, 100, 500, 1, 1000, 1]",54,80000000000,2208702.690445,2.760878e-05,999.000,"[0, 0, 0, 0, 0, 0, 0, 0]",1797.000,"[0, 0, 1, 0, 99, 0, 598, 0]"
9,"[2, 50, 5, 5, 2, 200, 1, 200, 20]",54,18000000000,382112.390565,2.122847e-05,199.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",476.000,"[0, 1, 0, 4, 0, 9, 0, 8, 7]"
10,"[100, 2, 50, 100, 10, 50, 1, 1, 10, 1]",54,500000000,438390.945850,8.767819e-04,99.000,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",315.000,"[0, 1, 0, 49, 8, 7, 0, 0, 6, 0]"
3,"[2, 20, 1000]",55,60000,241.740579,4.029010e-03,999.000,"[0, 0, 0]",1019.000,"[0, 1, 0]"
4,"[50, 200, 50, 50]",55,2000000,3936.222859,1.968111e-03,199.000,"[0, 0, 0, 0]",346.000,"[0, 49, 48, 47]"
5,"[1000, 1, 100, 2, 20]",55,20000,2002.590305,1.001295e-01,999.000,"[0, 0, 0, 0, 0]",1118.000,"[0, 0, 99, 0, 19]"
